county_name,fips_code,capital_to_wage_ratio,capital_quartile
"Haines Borough, Alaska",02100,0.15796868318706603,4
"Hoonah-Angoon Census Area, Alaska",02105,0.09335646140503036,3
"Juneau City and Borough, Alaska",02110,0.13365794762560007,4
"Kenai Peninsula Borough, Alaska",02122,0.1381000006994034,4
"Ketchikan Gateway Borough, Alaska",02130,0.12424479556256257,3
"Kodiak Island Borough, Alaska",02150,0.07068290561113527,2
"Kusilvak Census Area, Alaska",02158,0.005229855371900826,1
"Lake and Peninsula Borough, Alaska",02164,0.03174916190100572,1
"Matanuska-Susitna Borough, Alaska",02170,0.0854558209921603,3
"Nome Census Area, Alaska",02180,0.01850414216285772,1
"North Slope Borough, Alaska",02185,0.05152142161635832,1
"Northwest Arctic Borough, Alaska",02188,0.006922514228621385,1
"Petersburg Borough, Alaska",02195,0.1935328595294051,4
"Prince of Wales-Hyder Census Area, Alaska",02198,0.07526881720430108,2
"Sitka City and Borough, Alaska",02220,0.13817762399077277,4
"Skagway Municipality, Alaska",02230,0.034940066309614895,1
"Southeast Fairbanks Census Area, Alaska",02240,0.035308976312929216,1
"Wrangell City and Borough, Alaska",02275,0.11570181545547047,3
"Yakutat City and Borough, Alaska",02282,0.07618530582699964,2
"Yukon-Koyukuk Census Area, Alaska",02290,0.02442289748062802,1
"Apache County, Arizona",04001,0.023683869037341453,1
"Cochise County, Arizona",04003,0.06949815509991518,2
"Coconino County, Arizona",04005,0.15395505055966227,4
"Gila County, Arizona",04007,0.1375164408544844,4
"Graham County, Arizona",04009,0.027550992462579155,1
"Greenlee County, Arizona",04011,0.006326371435999653,1
"La Paz County, Arizona",04012,0.09617229336437719,3
"Maricopa County, Arizona",04013,0.17238058268685832,4
"Mohave County, Arizona",04015,0.14493493850351702,4
"Navajo County, Arizona",04017,0.06355411223075491,2
"Pima County, Arizona",04019,0.13481468884920972,4
"Pinal County, Arizona",04021,0.07456765820251739,2
"Santa Cruz County, Arizona",04023,0.11917057656579652,3
"Yavapai County, Arizona",04025,0.25551329845413445,4
"Yuma County, Arizona",04027,0.05607572672928849,1
"Arkansas County, Arkansas",05001,0.0701897894743929,2
"Ashley County, Arkansas",05003,0.039447016931499906,1
"Baxter County, Arkansas",05005,0.13770873880813578,4
"Benton County, Arkansas",05007,0.5507304733674733,4
"Boone County, Arkansas",05009,0.14405790188293358,4
"Bradley County, Arkansas",05011,0.028501746481202076,1
"Calhoun County, Arkansas",05013,0.021660731959818432,1
"Carroll County, Arkansas",05015,0.14800789599710323,4
"Chicot County, Arkansas",05017,0.0978877871708042,3
"Clark County, Arkansas",05019,0.05429190656538015,1
"Clay County, Arkansas",05021,0.05012147762707325,1
"Cleburne County, Arkansas",05023,0.09741261438137644,3
"Cleveland County, Arkansas",05025,0.06164221909127969,2
"Columbia County, Arkansas",05027,0.0623914927607502,2
"Conway County, Arkansas",05029,0.09924107577223115,3
"Craighead County, Arkansas",05031,0.08491012983731513,3
"Crawford County, Arkansas",05033,0.04276311661021933,1
"Crittenden County, Arkansas",05035,0.05873600222573305,2
"Cross County, Arkansas",05037,0.03420429688670482,1
"Dallas County, Arkansas",05039,0.03083563320952045,1
"Desha County, Arkansas",05041,0.0389279540403187,1
"Drew County, Arkansas",05043,0.07283134903881336,2
"Faulkner County, Arkansas",05045,0.07101210610646252,2
"Franklin County, Arkansas",05047,0.05511841435368059,1
"Fulton County, Arkansas",05049,0.06941227472595529,2
"Garland County, Arkansas",05051,0.252093298943918,4
"Grant County, Arkansas",05053,0.03401747951737701,1
"Greene County, Arkansas",05055,0.050140693551974924,1
"Hempstead County, Arkansas",05057,0.04046056457374516,1
"Hot Spring County, Arkansas",05059,0.05303254292078134,1
"Howard County, Arkansas",05061,0.048777182777674614,1
"Independence County, Arkansas",05063,0.06518799264280958,2
"Izard County, Arkansas",05065,0.07705596793605639,2
"Jackson County, Arkansas",05067,0.042555035534754725,1
"Jefferson County, Arkansas",05069,0.041261440004475604,1
"Johnson County, Arkansas",05071,0.03578915617223437,1
"Lafayette County, Arkansas",05073,0.04082953883338009,1
"Lawrence County, Arkansas",05075,0.03758554968379104,1
"Lee County, Arkansas",05077,0.048510303522485025,1
"Lincoln County, Arkansas",05079,0.03846774518901037,1
"Little River County, Arkansas",05081,0.042127173206383824,1
"Logan County, Arkansas",05083,0.04770413281171632,1
"Lonoke County, Arkansas",05085,0.05223142831688218,1
"Madison County, Arkansas",05087,0.07040064064818523,2
"Marion County, Arkansas",05089,0.151308760076566,4
"Miller County, Arkansas",05091,0.07367734659123507,2
"Mississippi County, Arkansas",05093,0.04318925744331172,1
"Monroe County, Arkansas",05095,0.05197256364222253,1
"Montgomery County, Arkansas",05097,0.06955953947052554,2
"Nevada County, Arkansas",05099,0.02910343624629339,1
"Newton County, Arkansas",05101,0.10187828057684702,3
"Ouachita County, Arkansas",05103,0.053412510022784465,1
"Perry County, Arkansas",05105,0.036818727993352424,1
"Phillips County, Arkansas",05107,0.030565570682882206,1
"Pike County, Arkansas",05109,0.07610950930990812,2
"Poinsett County, Arkansas",05111,0.03226812342432185,1
"Polk County, Arkansas",05113,0.09256165412381405,3
"Pope County, Arkansas",05115,0.09375075014317018,3
"Prairie County, Arkansas",05117,0.08233452811521806,3
"Pulaski County, Arkansas",05119,0.1385152395068474,4
"Randolph County, Arkansas",05121,0.05634926850370503,1
"St. Francis County, Arkansas",05123,0.035846831262777164,1
"Saline County, Arkansas",05125,0.06379295143868291,2
"Scott County, Arkansas",05127,0.04118554462266553,1
"Searcy County, Arkansas",05129,0.09184017029965354,3
"Sebastian County, Arkansas",05131,0.1524073189908477,4
"Sevier County, Arkansas",05133,0.04283583949322111,1
"Sharp County, Arkansas",05135,0.07171934254561659,2
"Stone County, Arkansas",05137,0.0969657310142931,3
"Union County, Arkansas",05139,0.1300213797654944,4
"Van Buren County, Arkansas",05141,0.07919542987108753,2
"Washington County, Arkansas",05143,0.15109917582476035,4
"White County, Arkansas",05145,0.06791402631796618,2
"Woodruff County, Arkansas",05147,0.0310926648665857,1
"Yell County, Arkansas",05149,0.049341450674095816,1
"Alameda County, California",06001,0.10587429327049902,3
"Alpine County, California",06003,0.20294582839066824,4
"Amador County, California",06005,0.10110465082776782,3
"Butte County, California",06007,0.10836389136437348,3
"Calaveras County, California",06009,0.11911969404165033,3
"Colusa County, California",06011,0.1227712255749639,3
"Contra Costa County, California",06013,0.13156428721665828,4
"Del Norte County, California",06015,0.07427557627149782,2
"El Dorado County, California",06017,0.14716163298716753,4
"Fresno County, California",06019,0.08993930602416524,3
"Glenn County, California",06021,0.0917705181204614,3
"Humboldt County, California",06023,0.12127680179743942,3
"Imperial County, California",06025,0.03237329428697982,1
"Inyo County, California",06027,0.10245393480002465,3
"Kern County, California",06029,0.05881848306309756,2
"Kings County, California",06031,0.06063854745562619,2
"Lake County, California",06033,0.0882939235313469,3
"Lassen County, California",06035,0.035096931381403455,1
"Los Angeles County, California",06037,0.1497701463887964,4
"Madera County, California",06039,0.06901430582003507,2
"Marin County, California",06041,0.3883258135026231,4
"Mariposa County, California",06043,0.08896693660238915,3
"Mendocino County, California",06045,0.15825906393451097,4
"Merced County, California",06047,0.07057501558936834,2
"Modoc County, California",06049,0.08376914377067442,3
"Mono County, California",06051,0.16045582706766917,4
"Monterey County, California",06053,0.16612856403589596,4
"Napa County, California",06055,0.28965279676009015,4
"Nevada County, California",06057,0.24251033992113927,4
"Orange County, California",06059,0.17953356991511765,4
"Placer County, California",06061,0.1452747704955499,4
"Plumas County, California",06063,0.13831285840900154,4
"Riverside County, California",06065,0.07991898296521677,2
"Sacramento County, California",06067,0.09309544951281834,3
"San Benito County, California",06069,0.05113441751806347,1
"San Bernardino County, California",06071,0.04853164516356735,1
"San Diego County, California",06073,0.14288200833263498,4
"San Francisco County, California",06075,0.2876875369132104,4
"San Joaquin County, California",06077,0.05694434584395316,1
"San Luis Obispo County, California",06079,0.1878803258207632,4
"San Mateo County, California",06081,0.2927152989822317,4
"Santa Barbara County, California",06083,0.3709815947687622,4
"Santa Clara County, California",06085,0.23163787270696637,4
"Santa Cruz County, California",06087,0.17411563895429233,4
"Shasta County, California",06089,0.09720732238991678,3
"Sierra County, California",06091,0.08751604226367328,3
"Siskiyou County, California",06093,0.12026044997383872,3
"Solano County, California",06095,0.05658351494035021,1
"Sonoma County, California",06097,0.18957745756202435,4
"Stanislaus County, California",06099,0.0725633753394317,2
"Sutter County, California",06101,0.07144352638223848,2
"Tehama County, California",06103,0.059341271127136844,2
"Trinity County, California",06105,0.10821234119782214,3
"Tulare County, California",06107,0.11572942097105424,3
"Tuolumne County, California",06109,0.12833439385872317,4
"Ventura County, California",06111,0.1447270547061696,4
"Yolo County, California",06113,0.12527742965393035,3
"Yuba County, California",06115,0.03492447903746684,1
"Adams County, Colorado",08001,0.04757816896402176,1
"Alamosa County, Colorado",08003,0.0914239509345716,3
"Arapahoe County, Colorado",08005,0.19971440891267078,4
"Archuleta County, Colorado",08007,0.3071660611083567,4
"Baca County, Colorado",08009,0.10670731707317073,3
"Bent County, Colorado",08011,0.048840941512125535,1
"Boulder County, Colorado",08013,0.33679330599533397,4
"Broomfield County, Colorado",08014,0.10919456870528464,3
"Chaffee County, Colorado",08015,0.29227218277967687,4
"Cheyenne County, Colorado",08017,0.15171255185655022,4
"Clear Creek County, Colorado",08019,0.16009610965122215,4
"Conejos County, Colorado",08021,0.0720550270537893,2
"Costilla County, Colorado",08023,0.042223864883632375,1
"Crowley County, Colorado",08025,0.05821751384974244,2
"Custer County, Colorado",08027,0.253084419092068,4
"Delta County, Colorado",08029,0.17657169834953607,4
"Denver County, Colorado",08031,0.19884375968874599,4
"Dolores County, Colorado",08033,0.07953791731151891,2
"Douglas County, Colorado",08035,0.1402563405128081,4
"Eagle County, Colorado",08037,0.47219736181918176,4
"Elbert County, Colorado",08039,0.1051288969120493,3
"El Paso County, Colorado",08041,0.09821495800726471,3
"Fremont County, Colorado",08043,0.09448491680043124,3
"Garfield County, Colorado",08045,0.21188667722100668,4
"Gilpin County, Colorado",08047,0.08083897866252408,2
"Grand County, Colorado",08049,0.2359089235814802,4
"Gunnison County, Colorado",08051,0.3105638914419648,4
"Hinsdale County, Colorado",08053,0.11559961243198927,3
"Huerfano County, Colorado",08055,0.13672877938048905,4
"Jackson County, Colorado",08057,0.11660580021482277,3
"Jefferson County, Colorado",08059,0.13578428106548182,4
"Kiowa County, Colorado",08061,0.059657173707652854,2
"Kit Carson County, Colorado",08063,0.14868335252018644,4
"Lake County, Colorado",08065,0.07104007346711198,2
"La Plata County, Colorado",08067,0.26652889763096865,4
"Larimer County, Colorado",08069,0.15158958410333137,4
"Las Animas County, Colorado",08071,0.10018299300267451,3
"Lincoln County, Colorado",08073,0.1342664140784685,4
"Logan County, Colorado",08075,0.08887625493020497,3
"Mesa County, Colorado",08077,0.14634267008816765,4
"Mineral County, Colorado",08079,0.20908248378127897,4
"Moffat County, Colorado",08081,0.0554276914080959,1
"Montezuma County, Colorado",08083,0.2047609178259857,4
"Montrose County, Colorado",08085,0.1808290487309231,4
"Morgan County, Colorado",08087,0.0550198907693345,1
"Otero County, Colorado",08089,0.06254286347346245,2
"Ouray County, Colorado",08091,0.3939428563747202,4
"Park County, Colorado",08093,0.11066166030353707,3
"Phillips County, Colorado",08095,0.1358487869367921,4
"Pitkin County, Colorado",08097,1.5710921882009523,4
"Prowers County, Colorado",08099,0.08973709027675568,3
"Pueblo County, Colorado",08101,0.07484871005414588,2
"Rio Blanco County, Colorado",08103,0.08083836549695254,2
"Rio Grande County, Colorado",08105,0.10256264286777779,3
"Routt County, Colorado",08107,0.6065634270939624,4
"Saguache County, Colorado",08109,0.22920109341940664,4
"San Juan County, Colorado",08111,0.09475186649099693,3
"San Miguel County, Colorado",08113,1.0840067047761512,4
"Sedgwick County, Colorado",08115,0.07367081447963801,2
"Summit County, Colorado",08117,0.27761760896309745,4
"Teller County, Colorado",08119,0.13511350210230416,4
"Washington County, Colorado",08121,0.10818212496430704,3
"Weld County, Colorado",08123,0.075562227278174,2
"Yuma County, Colorado",08125,0.1651290414742155,4
"Capitol Planning Region, Connecticut",09110,0.10416911737534372,3
"Greater Bridgeport Planning Region, Connecticut",09120,0.12785534893875108,4
"Lower Connecticut River Valley Planning Region, Connecticut",09130,0.12983958001519563,4
"Naugatuck Valley Planning Region, Connecticut",09140,0.06341312219000371,2
"Northeastern Connecticut Planning Region, Connecticut",09150,0.05344856406339364,1
"Northwest Hills Planning Region, Connecticut",09160,0.20676330017506936,4
"South Central Connecticut Planning Region, Connecticut",09170,0.1102579762365186,3
"Southeastern Connecticut Planning Region, Connecticut",09180,0.08474467749359595,3
"Western Connecticut Planning Region, Connecticut",09190,0.42686131145956485,4
"Kent County, Delaware",10001,0.04916110475125292,1
"New Castle County, Delaware",10003,0.10544047479403827,3
"Sussex County, Delaware",10005,0.171964508439673,4
District of Columbia,11001,0.2033271397370768,4
"Alachua County, Florida",12001,0.13817656738777515,4
"Baker County, Florida",12003,0.04749853900597726,1
"Bay County, Florida",12005,0.1677580978120792,4
"Bradford County, Florida",12007,0.06840647501391607,2
"Brevard County, Florida",12009,0.14286382246782298,4
"Broward County, Florida",12011,0.2824005150029023,4
"Calhoun County, Florida",12013,0.07772648149549687,2
"Charlotte County, Florida",12015,0.30169329326882444,4
"Citrus County, Florida",12017,0.1946204556710062,4
"Clay County, Florida",12019,0.086005324204126,3
"Collier County, Florida",12021,1.1286688519144137,4
"Columbia County, Florida",12023,0.07009765253107744,2
"DeSoto County, Florida",12027,0.135026171598144,4
"Dixie County, Florida",12029,0.061319931023945166,2
"Duval County, Florida",12031,0.15307441759995186,4
"Escambia County, Florida",12033,0.13036735521302595,4
"Flagler County, Florida",12035,0.2603646512887866,4
"Franklin County, Florida",12037,0.31824756740022736,4
"Gadsden County, Florida",12039,0.08688771822321904,3
"Gilchrist County, Florida",12041,0.05106506688070177,1
"Glades County, Florida",12043,0.10274982538738132,3
"Gulf County, Florida",12045,0.3571195890262213,4
"Hamilton County, Florida",12047,0.11182269470332037,3
"Hardee County, Florida",12049,0.09590800059905673,3
"Hendry County, Florida",12051,0.08589438933367356,3
"Hernando County, Florida",12053,0.0976524879395927,3
"Highlands County, Florida",12055,0.20018203783077101,4
"Hillsborough County, Florida",12057,0.1924829167155727,4
"Holmes County, Florida",12059,0.06051726624712482,2
"Indian River County, Florida",12061,0.973848613689895,4
"Jackson County, Florida",12063,0.09285412917759348,3
"Jefferson County, Florida",12065,0.1371482235835823,4
"Lafayette County, Florida",12067,0.08247990204918422,3
"Lake County, Florida",12069,0.15037594318937567,4
"Lee County, Florida",12071,0.4463240563983714,4
"Leon County, Florida",12073,0.1298518237907896,4
"Levy County, Florida",12075,0.15007521394588916,4
"Liberty County, Florida",12077,0.041199573695429065,1
"Madison County, Florida",12079,0.16103230334400068,4
"Manatee County, Florida",12081,0.3204836289498077,4
"Marion County, Florida",12083,0.21681431268676601,4
"Martin County, Florida",12085,0.8925182990910974,4
"Miami-Dade County, Florida",12086,0.5263335992901507,4
"Monroe County, Florida",12087,1.1060647236487269,4
"Nassau County, Florida",12089,0.2728487091538184,4
"Okaloosa County, Florida",12091,0.24398706958261734,4
"Okeechobee County, Florida",12093,0.2177483878993011,4
"Orange County, Florida",12095,0.2033700240819486,4
"Osceola County, Florida",12097,0.07118425331651683,2
"Palm Beach County, Florida",12099,0.9644053399640725,4
"Pasco County, Florida",12101,0.08019990765379782,2
"Pinellas County, Florida",12103,0.29466455567024696,4
"Polk County, Florida",12105,0.11701754775725762,3
"Putnam County, Florida",12107,0.09513149803918655,3
"St. Johns County, Florida",12109,0.2930613234075789,4
"St. Lucie County, Florida",12111,0.14507296021101163,4
"Santa Rosa County, Florida",12113,0.14454191343202202,4
"Sarasota County, Florida",12115,0.6774412089080539,4
"Seminole County, Florida",12117,0.14233433397504847,4
"Sumter County, Florida",12119,0.4833184854112874,4
"Suwannee County, Florida",12121,0.11885316087569786,3
"Taylor County, Florida",12123,0.07790064032093846,2
"Union County, Florida",12125,0.03462397969812321,1
"Volusia County, Florida",12127,0.18422836936650847,4
"Wakulla County, Florida",12129,0.0700468840469088,2
"Walton County, Florida",12131,0.6042942887869057,4
"Washington County, Florida",12133,0.05175359517017522,1
"Appling County, Georgia",13001,0.05318455774556117,1
"Atkinson County, Georgia",13003,0.054506868118495734,1
"Bacon County, Georgia",13005,0.02780735229026354,1
"Baker County, Georgia",13007,0.04635248202304258,1
"Baldwin County, Georgia",13009,0.1230634081669766,3
"Banks County, Georgia",13011,0.05765647128978557,2
"Barrow County, Georgia",13013,0.0569182996889121,1
"Bartow County, Georgia",13015,0.08101075439791157,2
"Ben Hill County, Georgia",13017,0.10069071711394632,3
"Berrien County, Georgia",13019,0.07894955448888119,2
"Bibb County, Georgia",13021,0.15534606358816277,4
"Bleckley County, Georgia",13023,0.04237563192163188,1
"Brantley County, Georgia",13025,0.023360547424661253,1
"Brooks County, Georgia",13027,0.09397693093335083,3
"Bryan County, Georgia",13029,0.1221187433308984,3
"Bulloch County, Georgia",13031,0.07944089272296548,2
"Burke County, Georgia",13033,0.09437867393721687,3
"Butts County, Georgia",13035,0.06731856139870533,2
"Calhoun County, Georgia",13037,0.04845778273983103,1
"Camden County, Georgia",13039,0.046070073395162635,1
"Candler County, Georgia",13043,0.08782360956274,3
"Carroll County, Georgia",13045,0.08484846420180396,3
"Catoosa County, Georgia",13047,0.10808334103402023,3
"Charlton County, Georgia",13049,0.026936826414447213,1
"Chatham County, Georgia",13051,0.18899981550193723,4
"Chattahoochee County, Georgia",13053,0.007988029645331483,1
"Chattooga County, Georgia",13055,0.03962925587071772,1
"Cherokee County, Georgia",13057,0.10367074959796825,3
"Clarke County, Georgia",13059,0.18808467852146848,4
"Clay County, Georgia",13061,0.03030045351473923,1
"Clayton County, Georgia",13063,0.03265256886292966,1
"Clinch County, Georgia",13065,0.42480024720787535,4
"Cobb County, Georgia",13067,0.1177930388534285,3
"Coffee County, Georgia",13069,0.0696747612799337,2
"Colquitt County, Georgia",13071,0.0688937865710724,2
"Columbia County, Georgia",13073,0.07357225106742511,2
"Cook County, Georgia",13075,0.047454415179148245,1
"Coweta County, Georgia",13077,0.07236646089463453,2
"Crawford County, Georgia",13079,0.021797797448606326,1
"Crisp County, Georgia",13081,0.11960187408531174,3
"Dade County, Georgia",13083,0.06488869249765697,2
"Dawson County, Georgia",13085,0.12137638435279348,3
"Decatur County, Georgia",13087,0.09192487363032971,3
"DeKalb County, Georgia",13089,0.13693550594943826,4
"Dodge County, Georgia",13091,0.0776194494168487,2
"Dooly County, Georgia",13093,0.06048626519578737,2
"Dougherty County, Georgia",13095,0.1502124696697964,4
"Douglas County, Georgia",13097,0.0426757669501257,1
"Early County, Georgia",13099,0.06954625559723242,2
"Echols County, Georgia",13101,0.011016810837277624,1
"Effingham County, Georgia",13103,0.047884387862511396,1
"Elbert County, Georgia",13105,0.08549415532374813,3
"Emanuel County, Georgia",13107,0.07533479425371317,2
"Evans County, Georgia",13109,0.08873984264155811,3
"Fannin County, Georgia",13111,0.22144176464319965,4
"Fayette County, Georgia",13113,0.150107782589848,4
"Floyd County, Georgia",13115,0.13540062056264765,4
"Forsyth County, Georgia",13117,0.10257774350522103,3
"Franklin County, Georgia",13119,0.0664449290646459,2
"Fulton County, Georgia",13121,0.24755686617227066,4
"Gilmer County, Georgia",13123,0.1283579402868125,4
"Glascock County, Georgia",13125,0.03080712238058707,1
"Glynn County, Georgia",13127,0.19962214370400688,4
"Gordon County, Georgia",13129,0.07657133617296506,2
"Grady County, Georgia",13131,0.07893132631545613,2
"Greene County, Georgia",13133,0.38072666013409473,4
"Gwinnett County, Georgia",13135,0.0797151270254871,2
"Habersham County, Georgia",13137,0.08093842993200562,2
"Hall County, Georgia",13139,0.12440138211039899,3
"Hancock County, Georgia",13141,0.045652860033789426,1
"Haralson County, Georgia",13143,0.03387363597530193,1
"Harris County, Georgia",13145,0.0864549480206017,3
"Hart County, Georgia",13147,0.09966291119906716,3
"Heard County, Georgia",13149,0.0353981890162116,1
"Henry County, Georgia",13151,0.04518647500180056,1
"Houston County, Georgia",13153,0.059721298591379,2
"Irwin County, Georgia",13155,0.06916058519438971,2
"Jackson County, Georgia",13157,0.06439218120087827,2
"Jasper County, Georgia",13159,0.06721960523654018,2
"Jeff Davis County, Georgia",13161,0.04540711897668595,1
"Jefferson County, Georgia",13163,0.10133489816611178,3
"Jenkins County, Georgia",13165,0.0639371792586477,2
"Johnson County, Georgia",13167,0.04850522377523648,1
"Jones County, Georgia",13169,0.04134056689466666,1
"Lamar County, Georgia",13171,0.07749878709307967,2
"Lanier County, Georgia",13173,0.0326841313209532,1
"Laurens County, Georgia",13175,0.08805865078805424,3
"Lee County, Georgia",13177,0.07639698028180224,2
"Liberty County, Georgia",13179,0.022743198079985646,1
"Lincoln County, Georgia",13181,0.06348974483257751,2
"Long County, Georgia",13183,0.01843828942040071,1
"Lowndes County, Georgia",13185,0.12515174990151814,3
"Lumpkin County, Georgia",13187,0.10466567992154173,3
"McDuffie County, Georgia",13189,0.0511755823986195,1
"McIntosh County, Georgia",13191,0.09866750974028993,3
"Macon County, Georgia",13193,0.08955545804109986,3
"Madison County, Georgia",13195,0.06958786802232327,2
"Marion County, Georgia",13197,0.051590778478090876,1
"Meriwether County, Georgia",13199,0.0570156268479429,1
"Miller County, Georgia",13201,0.0713495278103076,2
"Mitchell County, Georgia",13205,0.06562488065520725,2
"Monroe County, Georgia",13207,0.1085573541083868,3
"Montgomery County, Georgia",13209,0.03632254114160877,1
"Morgan County, Georgia",13211,0.2122142215940562,4
"Murray County, Georgia",13213,0.0388739110554226,1
"Muscogee County, Georgia",13215,0.1535895956996283,4
"Newton County, Georgia",13217,0.0565616394269441,1
"Oconee County, Georgia",13219,0.21149668481220443,4
"Oglethorpe County, Georgia",13221,0.06524284110532441,2
"Paulding County, Georgia",13223,0.036419943086872686,1
"Peach County, Georgia",13225,0.0831381364032646,3
"Pickens County, Georgia",13227,0.1641768345373475,4
"Pierce County, Georgia",13229,0.054338802476680235,1
"Pike County, Georgia",13231,0.06276191309589788,2
"Polk County, Georgia",13233,0.06499592182451297,2
"Pulaski County, Georgia",13235,0.0957027977885743,3
"Putnam County, Georgia",13237,0.1627541656314368,4
"Quitman County, Georgia",13239,0.014037707672204592,1
"Rabun County, Georgia",13241,0.2482852914682795,4
"Randolph County, Georgia",13243,0.05085571593885133,1
"Richmond County, Georgia",13245,0.07813686843308061,2
"Rockdale County, Georgia",13247,0.053517313395880096,1
"Schley County, Georgia",13249,0.02326598018263066,1
"Screven County, Georgia",13251,0.09418038896167324,3
"Seminole County, Georgia",13253,0.05620864278102256,1
"Spalding County, Georgia",13255,0.0803984930661557,2
"Stephens County, Georgia",13257,0.07454213358345263,2
"Stewart County, Georgia",13259,0.06179720156210138,2
"Sumter County, Georgia",13261,0.13910653796319655,4
"Talbot County, Georgia",13263,0.04456247749369824,1
"Taliaferro County, Georgia",13265,0.012584351632318073,1
"Tattnall County, Georgia",13267,0.046552421627859164,1
"Taylor County, Georgia",13269,0.10582576612699429,3
"Telfair County, Georgia",13271,0.04605727414458029,1
"Terrell County, Georgia",13273,0.0963305324372602,3
"Thomas County, Georgia",13275,0.14690634496043584,4
"Tift County, Georgia",13277,0.15078081509071448,4
"Toombs County, Georgia",13279,0.057197446870689714,1
"Towns County, Georgia",13281,0.21680153886972672,4
"Treutlen County, Georgia",13283,0.031127241673783092,1
"Troup County, Georgia",13285,0.07018970951879247,2
"Turner County, Georgia",13287,0.07803825803825803,2
"Twiggs County, Georgia",13289,0.02205644639855166,1
