county_name,fips_code,unemployment_velocity,gdp_velocity,quadrant
"Juneau City and Borough, Alaska",02110,0.09999999999999994,-2653.6666666666665,Decelerating & Loosening
"Kenai Peninsula Borough, Alaska",02122,0.06666666666666672,35264.0,Growing but Loosening
"Ketchikan Gateway Borough, Alaska",02130,0.13333333333333344,36440.333333333336,Growing but Loosening
"Kodiak Island Borough, Alaska",02150,-0.09999999999999994,5621.333333333333,Accelerating & Tightening
"Kusilvak Census Area, Alaska",02158,1.3333333333333328,-1775.6666666666667,Decelerating & Loosening
"Lake and Peninsula Borough, Alaska",02164,0.09999999999999994,1908.6666666666667,Growing but Loosening
"Matanuska-Susitna Borough, Alaska",02170,0.06666666666666643,137655.66666666666,Growing but Loosening
"Nome Census Area, Alaska",02180,0.7333333333333331,15605.333333333334,Growing but Loosening
"North Slope Borough, Alaska",02185,-0.09999999999999994,413639.0,Accelerating & Tightening
"Northwest Arctic Borough, Alaska",02188,0.19999999999999987,-30860.0,Decelerating & Loosening
"Petersburg Borough, Alaska",02195,-0.19999999999999987,-1073.6666666666667,Slowing but Tightening
"Prince of Wales-Hyder Census Area, Alaska",02198,0.6333333333333334,-3830.0,Decelerating & Loosening
"Sitka City and Borough, Alaska",02220,0.0,21815.666666666668,Accelerating & Tightening
"Skagway Municipality, Alaska",02230,0.06666666666666672,9972.666666666666,Growing but Loosening
"Southeast Fairbanks Census Area, Alaska",02240,0.2666666666666669,-556.3333333333334,Decelerating & Loosening
"Wrangell City and Borough, Alaska",02275,-0.2999999999999998,3915.3333333333335,Accelerating & Tightening
"Yakutat City and Borough, Alaska",02282,0.3000000000000001,-1414.3333333333333,Decelerating & Loosening
"Yukon-Koyukuk Census Area, Alaska",02290,0.6666666666666666,2137.6666666666665,Growing but Loosening
"Apache County, Arizona",04001,0.20000000000000018,-36486.333333333336,Decelerating & Loosening
"Cochise County, Arizona",04003,0.2333333333333334,92650.33333333333,Growing but Loosening
"Coconino County, Arizona",04005,0.09999999999999994,240243.0,Growing but Loosening
"Gila County, Arizona",04007,0.033333333333333215,-13844.666666666666,Decelerating & Loosening
"Graham County, Arizona",04009,0.1333333333333333,18891.0,Growing but Loosening
"Greenlee County, Arizona",04011,0.09999999999999994,-81030.33333333333,Decelerating & Loosening
"La Paz County, Arizona",04012,-0.06666666666666672,-29315.333333333332,Slowing but Tightening
"Maricopa County, Arizona",04013,0.16666666666666666,13323040.0,Growing but Loosening
"Mohave County, Arizona",04015,0.13333333333333316,259173.0,Growing but Loosening
"Navajo County, Arizona",04017,0.3000000000000001,89051.0,Growing but Loosening
"Pima County, Arizona",04019,0.19999999999999987,1432712.6666666667,Growing but Loosening
"Pinal County, Arizona",04021,0.2333333333333334,893433.0,Growing but Loosening
"Santa Cruz County, Arizona",04023,-0.06666666666666672,27704.666666666668,Accelerating & Tightening
"Yavapai County, Arizona",04025,0.16666666666666652,316565.0,Growing but Loosening
"Yuma County, Arizona",04027,0.6000000000000002,341116.3333333333,Growing but Loosening
"Arkansas County, Arkansas",05001,0.4000000000000001,-44711.0,Decelerating & Loosening
"Ashley County, Arkansas",05003,0.2666666666666666,35211.333333333336,Growing but Loosening
"Baxter County, Arkansas",05005,0.3000000000000001,42658.0,Growing but Loosening
"Benton County, Arkansas",05007,0.3000000000000001,1020026.0,Growing but Loosening
"Boone County, Arkansas",05009,0.4333333333333333,31237.333333333332,Growing but Loosening
"Bradley County, Arkansas",05011,0.4666666666666668,1617.3333333333333,Growing but Loosening
"Calhoun County, Arkansas",05013,0.36666666666666686,-11779.0,Decelerating & Loosening
"Carroll County, Arkansas",05015,0.36666666666666653,32333.0,Growing but Loosening
"Chicot County, Arkansas",05017,0.3333333333333333,-6480.666666666667,Decelerating & Loosening
"Clark County, Arkansas",05019,0.3000000000000001,5299.333333333333,Growing but Loosening
"Clay County, Arkansas",05021,0.3333333333333335,-4002.3333333333335,Decelerating & Loosening
"Cleburne County, Arkansas",05023,0.3333333333333333,1174.6666666666667,Growing but Loosening
"Cleveland County, Arkansas",05025,0.2666666666666666,17313.333333333332,Growing but Loosening
"Columbia County, Arkansas",05027,0.2666666666666666,24820.666666666668,Growing but Loosening
"Conway County, Arkansas",05029,0.36666666666666653,8430.666666666666,Growing but Loosening
"Craighead County, Arkansas",05031,0.4000000000000001,71101.0,Growing but Loosening
"Crawford County, Arkansas",05033,0.3999999999999999,-5712.333333333333,Decelerating & Loosening
"Crittenden County, Arkansas",05035,0.6,2714.6666666666665,Growing but Loosening
"Cross County, Arkansas",05037,0.3333333333333335,-2964.3333333333335,Decelerating & Loosening
"Dallas County, Arkansas",05039,0.16666666666666666,-2377.3333333333335,Decelerating & Loosening
"Desha County, Arkansas",05041,0.4666666666666668,-8021.0,Decelerating & Loosening
"Drew County, Arkansas",05043,0.3333333333333333,2278.0,Growing but Loosening
"Faulkner County, Arkansas",05045,0.3000000000000001,166674.66666666666,Growing but Loosening
"Franklin County, Arkansas",05047,0.36666666666666653,34765.333333333336,Growing but Loosening
"Fulton County, Arkansas",05049,0.4666666666666668,-6347.0,Decelerating & Loosening
"Garland County, Arkansas",05051,0.20000000000000004,43131.0,Growing but Loosening
"Grant County, Arkansas",05053,0.16666666666666666,18184.0,Growing but Loosening
"Greene County, Arkansas",05055,0.4333333333333334,-10029.0,Decelerating & Loosening
"Hempstead County, Arkansas",05057,0.3333333333333333,10657.333333333334,Growing but Loosening
"Hot Spring County, Arkansas",05059,0.3333333333333335,54141.666666666664,Growing but Loosening
"Howard County, Arkansas",05061,0.5666666666666668,18429.0,Growing but Loosening
"Independence County, Arkansas",05063,0.20000000000000004,82398.66666666667,Growing but Loosening
"Izard County, Arkansas",05065,0.20000000000000018,5477.0,Growing but Loosening
"Jackson County, Arkansas",05067,0.03333333333333351,35373.666666666664,Growing but Loosening
"Jefferson County, Arkansas",05069,0.3000000000000001,-123612.33333333333,Decelerating & Loosening
"Johnson County, Arkansas",05071,0.5,2485.0,Growing but Loosening
"Lafayette County, Arkansas",05073,0.39999999999999974,11549.333333333334,Growing but Loosening
"Lawrence County, Arkansas",05075,0.2333333333333334,-3901.0,Decelerating & Loosening
"Lee County, Arkansas",05077,0.5333333333333335,-2721.3333333333335,Decelerating & Loosening
"Lincoln County, Arkansas",05079,0.3333333333333333,8307.0,Growing but Loosening
"Little River County, Arkansas",05081,0.16666666666666666,16134.666666666666,Growing but Loosening
"Logan County, Arkansas",05083,0.4000000000000001,34087.666666666664,Growing but Loosening
"Lonoke County, Arkansas",05085,0.2666666666666666,36467.666666666664,Growing but Loosening
"Madison County, Arkansas",05087,0.3333333333333333,41318.0,Growing but Loosening
"Marion County, Arkansas",05089,0.7000000000000002,-19956.666666666668,Decelerating & Loosening
"Miller County, Arkansas",05091,0.2333333333333334,-10793.333333333334,Decelerating & Loosening
"Mississippi County, Arkansas",05093,0.09999999999999994,99719.0,Growing but Loosening
"Monroe County, Arkansas",05095,0.5666666666666668,-214.33333333333334,Decelerating & Loosening
"Montgomery County, Arkansas",05097,0.2999999999999998,5126.333333333333,Growing but Loosening
"Nevada County, Arkansas",05099,0.2333333333333334,-1906.0,Decelerating & Loosening
"Newton County, Arkansas",05101,0.5333333333333335,-19.0,Decelerating & Loosening
"Ouachita County, Arkansas",05103,0.4000000000000001,11894.333333333334,Growing but Loosening
"Perry County, Arkansas",05105,0.3333333333333332,11825.666666666666,Growing but Loosening
"Phillips County, Arkansas",05107,0.2666666666666666,-21912.333333333332,Decelerating & Loosening
"Pike County, Arkansas",05109,0.36666666666666653,13288.0,Growing but Loosening
"Poinsett County, Arkansas",05111,0.36666666666666653,19288.666666666668,Growing but Loosening
"Polk County, Arkansas",05113,0.3,27668.333333333332,Growing but Loosening
"Pope County, Arkansas",05115,0.3333333333333333,81703.66666666667,Growing but Loosening
"Prairie County, Arkansas",05117,0.4000000000000001,-670.0,Decelerating & Loosening
"Pulaski County, Arkansas",05119,0.3000000000000001,739404.3333333334,Growing but Loosening
"Randolph County, Arkansas",05121,0.2333333333333334,7848.333333333333,Growing but Loosening
"St. Francis County, Arkansas",05123,0.5,-6546.0,Decelerating & Loosening
"Saline County, Arkansas",05125,0.2666666666666666,34019.333333333336,Growing but Loosening
"Scott County, Arkansas",05127,0.3999999999999999,19166.333333333332,Growing but Loosening
"Searcy County, Arkansas",05129,0.1333333333333333,1925.3333333333333,Growing but Loosening
"Sebastian County, Arkansas",05131,0.4000000000000001,114598.66666666667,Growing but Loosening
"Sevier County, Arkansas",05133,0.20000000000000004,34742.666666666664,Growing but Loosening
"Sharp County, Arkansas",05135,0.2666666666666666,27415.333333333332,Growing but Loosening
"Stone County, Arkansas",05137,0.36666666666666686,9075.666666666666,Growing but Loosening
"Union County, Arkansas",05139,0.4000000000000001,9024.0,Growing but Loosening
"Van Buren County, Arkansas",05141,0.36666666666666686,-6379.333333333333,Decelerating & Loosening
"Washington County, Arkansas",05143,0.3333333333333333,338171.3333333333,Growing but Loosening
"White County, Arkansas",05145,0.23333333333333325,51426.666666666664,Growing but Loosening
"Woodruff County, Arkansas",05147,0.19999999999999987,2882.0,Growing but Loosening
"Yell County, Arkansas",05149,0.3,23513.333333333332,Growing but Loosening
"Alameda County, California",06001,0.5,1082911.6666666667,Growing but Loosening
"Alpine County, California",06003,-0.2333333333333331,2858.6666666666665,Accelerating & Tightening
"Amador County, California",06005,0.4666666666666668,21694.333333333332,Growing but Loosening
"Butte County, California",06007,0.5333333333333335,287560.3333333333,Growing but Loosening
"Calaveras County, California",06009,0.5666666666666668,79960.0,Growing but Loosening
"Colusa County, California",06011,0.8666666666666666,54410.333333333336,Growing but Loosening
"Contra Costa County, California",06013,0.4666666666666666,-148295.66666666666,Decelerating & Loosening
"Del Norte County, California",06015,0.2666666666666669,11962.333333333334,Growing but Loosening
"El Dorado County, California",06017,0.4333333333333333,270720.6666666667,Growing but Loosening
"Fresno County, California",06019,0.6333333333333334,1282460.0,Growing but Loosening
"Glenn County, California",06021,0.4666666666666665,14878.666666666666,Growing but Loosening
"Humboldt County, California",06023,0.4000000000000001,92855.0,Growing but Loosening
"Imperial County, California",06025,1.1999999999999993,513459.6666666667,Growing but Loosening
"Inyo County, California",06027,0.19999999999999987,27009.666666666668,Growing but Loosening
"Kern County, California",06029,0.6333333333333334,1129237.0,Growing but Loosening
"Kings County, California",06031,0.6333333333333334,199150.66666666666,Growing but Loosening
"Lake County, California",06033,0.4666666666666665,46667.333333333336,Growing but Loosening
"Lassen County, California",06035,0.4666666666666668,-3470.6666666666665,Decelerating & Loosening
"Los Angeles County, California",06037,0.2333333333333334,12520982.666666666,Growing but Loosening
"Madera County, California",06039,0.6333333333333334,123831.0,Growing but Loosening
"Marin County, California",06041,0.4333333333333334,-53808.0,Decelerating & Loosening
"Mariposa County, California",06043,0.3333333333333333,38750.666666666664,Growing but Loosening
"Mendocino County, California",06045,0.5,-1005.3333333333334,Decelerating & Loosening
"Merced County, California",06047,0.7999999999999998,314329.3333333333,Growing but Loosening
"Modoc County, California",06049,0.5,22564.666666666668,Growing but Loosening
"Mono County, California",06051,0.10000000000000009,55813.0,Growing but Loosening
"Monterey County, California",06053,0.5666666666666668,651280.3333333334,Growing but Loosening
"Napa County, California",06055,0.36666666666666653,-47086.666666666664,Decelerating & Loosening
"Nevada County, California",06057,0.3333333333333333,113805.0,Growing but Loosening
"Orange County, California",06059,0.2999999999999998,3152289.0,Growing but Loosening
"Placer County, California",06061,0.3999999999999999,260899.0,Growing but Loosening
"Plumas County, California",06063,0.3000000000000001,98881.0,Growing but Loosening
"Riverside County, California",06065,0.4333333333333333,2497053.3333333335,Growing but Loosening
"Sacramento County, California",06067,0.3666666666666667,3062734.3333333335,Growing but Loosening
"San Benito County, California",06069,0.6,59567.333333333336,Growing but Loosening
"San Bernardino County, California",06071,0.4000000000000001,1711257.3333333333,Growing but Loosening
"San Diego County, California",06073,0.3999999999999999,5524284.666666667,Growing but Loosening
"San Francisco County, California",06075,0.4333333333333333,-1677415.3333333333,Decelerating & Loosening
"San Joaquin County, California",06077,0.5,477581.0,Growing but Loosening
"San Luis Obispo County, California",06079,0.4000000000000001,372636.0,Growing but Loosening
"San Mateo County, California",06081,0.4333333333333333,9214905.666666666,Growing but Loosening
"Santa Barbara County, California",06083,0.3999999999999999,623216.3333333334,Growing but Loosening
"Santa Clara County, California",06085,0.5,6454506.333333333,Growing but Loosening
"Santa Cruz County, California",06087,0.5,85138.33333333333,Growing but Loosening
"Shasta County, California",06089,0.3333333333333333,301834.6666666667,Growing but Loosening
"Sierra County, California",06091,0.4000000000000001,2736.3333333333335,Growing but Loosening
"Siskiyou County, California",06093,0.5,45014.666666666664,Growing but Loosening
"Solano County, California",06095,0.4000000000000001,-209136.0,Decelerating & Loosening
"Sonoma County, California",06097,0.4000000000000001,-244502.0,Decelerating & Loosening
"Stanislaus County, California",06099,0.6,371611.0,Growing but Loosening
"Sutter County, California",06101,0.6333333333333334,54245.0,Growing but Loosening
"Tehama County, California",06103,0.5666666666666668,33466.333333333336,Growing but Loosening
"Trinity County, California",06105,0.43333333333333357,23228.0,Growing but Loosening
"Tulare County, California",06107,0.8666666666666671,405202.0,Growing but Loosening
"Tuolumne County, California",06109,0.3333333333333333,73184.66666666667,Growing but Loosening
"Ventura County, California",06111,0.36666666666666653,693714.0,Growing but Loosening
"Yolo County, California",06113,0.5333333333333332,96889.66666666667,Growing but Loosening
"Yuba County, California",06115,0.6,95051.66666666667,Growing but Loosening
"Adams County, Colorado",08001,0.3333333333333333,921503.3333333334,Growing but Loosening
"Alamosa County, Colorado",08003,0.23333333333333325,-151.0,Decelerating & Loosening
"Arapahoe County, Colorado",08005,0.2666666666666666,1182573.6666666667,Growing but Loosening
"Archuleta County, Colorado",08007,0.10000000000000009,14495.333333333334,Growing but Loosening
"Baca County, Colorado",08009,0.3666666666666667,-5145.0,Decelerating & Loosening
"Bent County, Colorado",08011,0.06666666666666643,1365.6666666666667,Growing but Loosening
"Boulder County, Colorado",08013,0.4333333333333333,725681.3333333334,Growing but Loosening
"Broomfield County, Colorado",08014,0.3999999999999999,268014.6666666667,Growing but Loosening
"Chaffee County, Colorado",08015,0.2666666666666668,37570.666666666664,Growing but Loosening
"Cheyenne County, Colorado",08017,0.20000000000000004,9811.0,Growing but Loosening
"Clear Creek County, Colorado",08019,0.16666666666666666,4841.333333333333,Growing but Loosening
"Conejos County, Colorado",08021,0.19999999999999987,-4936.333333333333,Decelerating & Loosening
"Costilla County, Colorado",08023,0.4666666666666668,5114.0,Growing but Loosening
"Crowley County, Colorado",08025,0.3,5495.333333333333,Growing but Loosening
"Custer County, Colorado",08027,0.16666666666666666,5665.333333333333,Growing but Loosening
"Delta County, Colorado",08029,0.36666666666666686,24451.333333333332,Growing but Loosening
"Denver County, Colorado",08031,0.36666666666666653,4803679.666666667,Growing but Loosening
"Dolores County, Colorado",08033,0.2333333333333334,-3384.0,Decelerating & Loosening
"Douglas County, Colorado",08035,0.4000000000000001,1073727.6666666667,Growing but Loosening
"Eagle County, Colorado",08037,0.19999999999999987,236164.33333333334,Growing but Loosening
"Elbert County, Colorado",08039,0.3,9231.333333333334,Growing but Loosening
"El Paso County, Colorado",08041,0.2999999999999998,1327579.3333333333,Growing but Loosening
"Fremont County, Colorado",08043,0.19999999999999987,35891.333333333336,Growing but Loosening
"Garfield County, Colorado",08045,0.06666666666666672,24077.333333333332,Growing but Loosening
"Gilpin County, Colorado",08047,0.2333333333333334,31658.333333333332,Growing but Loosening
"Grand County, Colorado",08049,0.16666666666666666,75347.0,Growing but Loosening
"Gunnison County, Colorado",08051,0.2666666666666666,24709.0,Growing but Loosening
"Hinsdale County, Colorado",08053,0.16666666666666666,1636.0,Growing but Loosening
"Huerfano County, Colorado",08055,0.033333333333333215,838.3333333333334,Growing but Loosening
"Jackson County, Colorado",08057,0.19999999999999987,10367.666666666666,Growing but Loosening
"Jefferson County, Colorado",08059,0.3,819567.3333333334,Growing but Loosening
"Kiowa County, Colorado",08061,0.23333333333333325,-1849.3333333333333,Decelerating & Loosening
"Kit Carson County, Colorado",08063,0.20000000000000004,3465.0,Growing but Loosening
"Lake County, Colorado",08065,0.2333333333333334,26546.666666666668,Growing but Loosening
"La Plata County, Colorado",08067,0.16666666666666666,45363.333333333336,Growing but Loosening
"Larimer County, Colorado",08069,0.3333333333333333,405847.0,Growing but Loosening
"Las Animas County, Colorado",08071,0.4666666666666668,-2802.0,Decelerating & Loosening
"Lincoln County, Colorado",08073,0.3333333333333333,4469.666666666667,Growing but Loosening
"Logan County, Colorado",08075,0.2666666666666666,22389.333333333332,Growing but Loosening
"Mesa County, Colorado",08077,0.2666666666666668,181370.66666666666,Growing but Loosening
"Mineral County, Colorado",08079,0.4333333333333334,4498.0,Growing but Loosening
"Moffat County, Colorado",08081,0.19999999999999987,-46872.0,Decelerating & Loosening
"Montezuma County, Colorado",08083,0.2666666666666666,-52110.666666666664,Decelerating & Loosening
"Montrose County, Colorado",08085,0.13333333333333344,73660.33333333333,Growing but Loosening
"Morgan County, Colorado",08087,0.13333333333333316,29215.0,Growing but Loosening
"Otero County, Colorado",08089,0.3000000000000001,-3856.0,Decelerating & Loosening
"Ouray County, Colorado",08091,0.3333333333333333,-14001.666666666666,Decelerating & Loosening
"Park County, Colorado",08093,0.3,23798.333333333332,Growing but Loosening
"Phillips County, Colorado",08095,0.20000000000000004,-905.3333333333334,Decelerating & Loosening
"Pitkin County, Colorado",08097,0.1333333333333333,169668.66666666666,Growing but Loosening
"Prowers County, Colorado",08099,0.2666666666666666,-7208.333333333333,Decelerating & Loosening
"Pueblo County, Colorado",08101,0.3000000000000001,99527.0,Growing but Loosening
"Rio Blanco County, Colorado",08103,0.0,21518.0,Accelerating & Tightening
"Rio Grande County, Colorado",08105,0.033333333333333215,-4110.333333333333,Decelerating & Loosening
"Routt County, Colorado",08107,0.16666666666666666,51477.0,Growing but Loosening
"Saguache County, Colorado",08109,0.3000000000000001,-12988.0,Decelerating & Loosening
"San Juan County, Colorado",08111,0.06666666666666658,1936.6666666666667,Growing but Loosening
"San Miguel County, Colorado",08113,0.16666666666666666,24928.666666666668,Growing but Loosening
"Sedgwick County, Colorado",08115,0.2333333333333334,-1610.0,Decelerating & Loosening
"Summit County, Colorado",08117,0.20000000000000004,157341.0,Growing but Loosening
"Teller County, Colorado",08119,0.2666666666666666,-25543.333333333332,Decelerating & Loosening
"Washington County, Colorado",08121,0.20000000000000004,-8850.666666666666,Decelerating & Loosening
"Weld County, Colorado",08123,0.3333333333333333,1330403.0,Growing but Loosening
"Yuma County, Colorado",08125,0.09999999999999994,12103.666666666666,Growing but Loosening
"Kent County, Delaware",10001,0.2333333333333334,260519.66666666666,Growing but Loosening
"New Castle County, Delaware",10003,0.20000000000000018,2011840.6666666667,Growing but Loosening
"Sussex County, Delaware",10005,0.16666666666666666,1107330.6666666667,Growing but Loosening
District of Columbia,11001,0.5333333333333332,583079.0,Growing but Loosening
"Alachua County, Florida",12001,0.4666666666666666,476830.0,Growing but Loosening
"Baker County, Florida",12003,0.4333333333333334,17618.0,Growing but Loosening
"Bay County, Florida",12005,0.3666666666666667,320033.3333333333,Growing but Loosening
"Bradford County, Florida",12007,0.3666666666666667,29099.333333333332,Growing but Loosening
"Brevard County, Florida",12009,0.4000000000000001,1767381.6666666667,Growing but Loosening
"Broward County, Florida",12011,0.2666666666666668,5541672.0,Growing but Loosening
"Calhoun County, Florida",12013,0.36666666666666686,25904.333333333332,Growing but Loosening
"Charlotte County, Florida",12015,0.36666666666666686,422763.3333333333,Growing but Loosening
"Citrus County, Florida",12017,0.5666666666666668,259245.66666666666,Growing but Loosening
"Clay County, Florida",12019,0.4333333333333333,393979.6666666667,Growing but Loosening
"Collier County, Florida",12021,0.3333333333333332,1606680.3333333333,Growing but Loosening
"Columbia County, Florida",12023,0.4000000000000001,109655.33333333333,Growing but Loosening
"DeSoto County, Florida",12027,0.4666666666666668,44049.333333333336,Growing but Loosening
"Dixie County, Florida",12029,0.5333333333333332,10039.333333333334,Growing but Loosening
"Duval County, Florida",12031,0.2999999999999998,3504127.3333333335,Growing but Loosening
"Escambia County, Florida",12033,0.36666666666666653,559856.3333333334,Growing but Loosening
"Flagler County, Florida",12035,0.4666666666666666,251045.66666666666,Growing but Loosening
"Franklin County, Florida",12037,0.4333333333333333,7623.333333333333,Growing but Loosening
"Gadsden County, Florida",12039,0.16666666666666666,15603.333333333334,Growing but Loosening
"Gilchrist County, Florida",12041,0.3999999999999999,17774.666666666668,Growing but Loosening
"Glades County, Florida",12043,0.5333333333333335,16656.666666666668,Growing but Loosening
"Gulf County, Florida",12045,0.36666666666666653,18598.0,Growing but Loosening
"Hamilton County, Florida",12047,0.4666666666666665,44405.0,Growing but Loosening
"Hardee County, Florida",12049,0.4000000000000001,-2067.0,Decelerating & Loosening
"Hendry County, Florida",12051,0.2333333333333334,39018.666666666664,Growing but Loosening
"Hernando County, Florida",12053,0.4333333333333333,309381.0,Growing but Loosening
"Highlands County, Florida",12055,0.4333333333333333,140289.33333333334,Growing but Loosening
"Hillsborough County, Florida",12057,0.3666666666666667,5519700.666666667,Growing but Loosening
"Holmes County, Florida",12059,0.4333333333333334,16540.333333333332,Growing but Loosening
"Indian River County, Florida",12061,0.3666666666666667,42361.333333333336,Growing but Loosening
"Jackson County, Florida",12063,0.4000000000000001,63743.0,Growing but Loosening
"Jefferson County, Florida",12065,0.2666666666666668,23929.0,Growing but Loosening
