county_name,fips_code,metro_2023,dependence_label,distress_count
"Anchorage Municipality, Alaska",02020,True,None (nonspecialized),1
"Bethel Census Area, Alaska",02050,False,None (nonspecialized),3
"Bristol Bay Borough, Alaska",02060,False,Manufacturing,1
"Chugach Census Area, Alaska",02063,False,None (nonspecialized),0
"Copper River Census Area, Alaska",02066,False,Recreation,0
"Denali Borough, Alaska",02068,False,Recreation,2
"Dillingham Census Area, Alaska",02070,False,None (nonspecialized),1
"Fairbanks North Star Borough, Alaska",02090,True,Government,1
"Haines Borough, Alaska",02100,False,Recreation,1
"Hoonah-Angoon Census Area, Alaska",02105,False,Recreation,0
"Juneau City and Borough, Alaska",02110,False,Government,0
"Kenai Peninsula Borough, Alaska",02122,False,Recreation,1
"Ketchikan Gateway Borough, Alaska",02130,False,None (nonspecialized),1
"Kodiak Island Borough, Alaska",02150,False,None (nonspecialized),2
"Kusilvak Census Area, Alaska",02158,False,None (nonspecialized),4
"Lake and Peninsula Borough, Alaska",02164,False,Recreation,2
"Matanuska-Susitna Borough, Alaska",02170,True,None (nonspecialized),1
"Nome Census Area, Alaska",02180,False,None (nonspecialized),1
"North Slope Borough, Alaska",02185,False,Mining,1
"Northwest Arctic Borough, Alaska",02188,False,Mining,2
"Petersburg Borough, Alaska",02195,False,None (nonspecialized),0
"Prince of Wales-Hyder Census Area, Alaska",02198,False,None (nonspecialized),0
"Sitka City and Borough, Alaska",02220,False,None (nonspecialized),1
"Skagway Municipality, Alaska",02230,False,Recreation,0
"Southeast Fairbanks Census Area, Alaska",02240,False,Mining,1
"Wrangell City and Borough, Alaska",02275,False,None (nonspecialized),0
"Yakutat City and Borough, Alaska",02282,False,Recreation,0
"Yukon-Koyukuk Census Area, Alaska",02290,False,None (nonspecialized),3
"Apache County, Arizona",04001,False,Government,3
"Cochise County, Arizona",04003,True,Government,0
"Coconino County, Arizona",04005,True,Recreation,1
"Gila County, Arizona",04007,False,None (nonspecialized),2
"Graham County, Arizona",04009,False,None (nonspecialized),1
"Greenlee County, Arizona",04011,False,Mining,0
"La Paz County, Arizona",04012,False,Recreation,1
"Maricopa County, Arizona",04013,True,None (nonspecialized),1
"Mohave County, Arizona",04015,True,Recreation,1
"Navajo County, Arizona",04017,False,Recreation,3
"Pima County, Arizona",04019,True,None (nonspecialized),1
"Pinal County, Arizona",04021,True,None (nonspecialized),1
"Santa Cruz County, Arizona",04023,False,None (nonspecialized),2
"Yavapai County, Arizona",04025,True,Recreation,2
"Yuma County, Arizona",04027,True,None (nonspecialized),1
"Arkansas County, Arkansas",05001,False,Manufacturing,1
"Ashley County, Arkansas",05003,False,Manufacturing,2
"Baxter County, Arkansas",05005,False,None (nonspecialized),1
"Benton County, Arkansas",05007,True,None (nonspecialized),1
"Boone County, Arkansas",05009,False,None (nonspecialized),0
"Bradley County, Arkansas",05011,False,Manufacturing,2
"Calhoun County, Arkansas",05013,False,Manufacturing,3
"Carroll County, Arkansas",05015,False,Manufacturing,0
"Chicot County, Arkansas",05017,False,Farming,4
"Clark County, Arkansas",05019,False,None (nonspecialized),1
"Clay County, Arkansas",05021,False,Farming,1
"Cleburne County, Arkansas",05023,False,None (nonspecialized),1
"Cleveland County, Arkansas",05025,False,Farming,0
"Columbia County, Arkansas",05027,False,Manufacturing,2
"Conway County, Arkansas",05029,False,None (nonspecialized),0
"Craighead County, Arkansas",05031,True,None (nonspecialized),0
"Crawford County, Arkansas",05033,True,Manufacturing,0
"Crittenden County, Arkansas",05035,True,None (nonspecialized),1
"Cross County, Arkansas",05037,False,None (nonspecialized),2
"Dallas County, Arkansas",05039,False,Manufacturing,1
"Desha County, Arkansas",05041,False,Manufacturing,3
"Drew County, Arkansas",05043,False,None (nonspecialized),1
"Faulkner County, Arkansas",05045,True,None (nonspecialized),1
"Franklin County, Arkansas",05047,False,Manufacturing,0
"Fulton County, Arkansas",05049,False,None (nonspecialized),1
"Garland County, Arkansas",05051,True,None (nonspecialized),1
"Grant County, Arkansas",05053,True,Manufacturing,0
"Greene County, Arkansas",05055,False,Manufacturing,0
"Hempstead County, Arkansas",05057,False,Manufacturing,2
"Hot Spring County, Arkansas",05059,False,Manufacturing,1
"Howard County, Arkansas",05061,False,Manufacturing,1
"Independence County, Arkansas",05063,False,Manufacturing,0
"Izard County, Arkansas",05065,False,None (nonspecialized),1
"Jackson County, Arkansas",05067,False,Manufacturing,2
"Jefferson County, Arkansas",05069,False,Government,1
"Johnson County, Arkansas",05071,False,Manufacturing,2
"Lafayette County, Arkansas",05073,False,Farming,3
"Lawrence County, Arkansas",05075,False,None (nonspecialized),1
"Lee County, Arkansas",05077,False,Farming,5
"Lincoln County, Arkansas",05079,False,Government,3
"Little River County, Arkansas",05081,True,Manufacturing,1
"Logan County, Arkansas",05083,False,Manufacturing,1
"Lonoke County, Arkansas",05085,True,None (nonspecialized),0
"Madison County, Arkansas",05087,True,Manufacturing,1
"Marion County, Arkansas",05089,False,Manufacturing,1
"Miller County, Arkansas",05091,True,Manufacturing,0
"Mississippi County, Arkansas",05093,False,Manufacturing,2
"Monroe County, Arkansas",05095,False,None (nonspecialized),3
"Montgomery County, Arkansas",05097,False,None (nonspecialized),0
"Nevada County, Arkansas",05099,False,Manufacturing,5
"Newton County, Arkansas",05101,False,None (nonspecialized),1
"Ouachita County, Arkansas",05103,False,None (nonspecialized),1
"Perry County, Arkansas",05105,True,None (nonspecialized),0
"Phillips County, Arkansas",05107,False,None (nonspecialized),3
"Pike County, Arkansas",05109,False,None (nonspecialized),1
"Poinsett County, Arkansas",05111,True,None (nonspecialized),3
"Polk County, Arkansas",05113,False,Manufacturing,0
"Pope County, Arkansas",05115,False,None (nonspecialized),0
"Prairie County, Arkansas",05117,False,Farming,1
"Pulaski County, Arkansas",05119,True,None (nonspecialized),1
"Randolph County, Arkansas",05121,False,Manufacturing,0
"St. Francis County, Arkansas",05123,False,Government,5
"Saline County, Arkansas",05125,True,None (nonspecialized),0
"Scott County, Arkansas",05127,False,Manufacturing,0
"Searcy County, Arkansas",05129,False,None (nonspecialized),2
"Sebastian County, Arkansas",05131,True,None (nonspecialized),0
"Sevier County, Arkansas",05133,False,Manufacturing,1
"Sharp County, Arkansas",05135,False,None (nonspecialized),1
"Stone County, Arkansas",05137,False,None (nonspecialized),2
"Union County, Arkansas",05139,False,Manufacturing,1
"Van Buren County, Arkansas",05141,False,None (nonspecialized),1
"Washington County, Arkansas",05143,True,None (nonspecialized),0
"White County, Arkansas",05145,False,None (nonspecialized),0
"Woodruff County, Arkansas",05147,False,Farming,3
"Yell County, Arkansas",05149,False,Manufacturing,1
"Alameda County, California",06001,True,None (nonspecialized),1
"Alpine County, California",06003,False,Recreation,0
"Amador County, California",06005,False,None (nonspecialized),1
"Butte County, California",06007,True,None (nonspecialized),1
"Calaveras County, California",06009,False,Recreation,1
"Colusa County, California",06011,False,Farming,1
"Contra Costa County, California",06013,True,None (nonspecialized),1
"Del Norte County, California",06015,False,Government,2
"El Dorado County, California",06017,True,Recreation,1
"Fresno County, California",06019,True,None (nonspecialized),2
"Glenn County, California",06021,False,Farming,1
"Humboldt County, California",06023,False,None (nonspecialized),1
"Imperial County, California",06025,True,None (nonspecialized),3
"Inyo County, California",06027,False,Recreation,1
"Kern County, California",06029,True,None (nonspecialized),1
"Kings County, California",06031,True,None (nonspecialized),2
"Lake County, California",06033,False,None (nonspecialized),1
"Lassen County, California",06035,False,Government,2
"Los Angeles County, California",06037,True,None (nonspecialized),1
"Madera County, California",06039,True,None (nonspecialized),1
"Marin County, California",06041,True,None (nonspecialized),1
"Mariposa County, California",06043,False,Recreation,1
"Mendocino County, California",06045,False,None (nonspecialized),1
"Merced County, California",06047,True,None (nonspecialized),1
"Modoc County, California",06049,False,Farming,0
"Mono County, California",06051,False,Recreation,1
"Monterey County, California",06053,True,None (nonspecialized),1
"Napa County, California",06055,True,Manufacturing,1
"Nevada County, California",06057,False,Recreation,1
"Orange County, California",06059,True,None (nonspecialized),1
"Placer County, California",06061,True,Recreation,1
"Plumas County, California",06063,False,Recreation,1
"Riverside County, California",06065,True,None (nonspecialized),1
"Sacramento County, California",06067,True,Government,1
"San Benito County, California",06069,True,None (nonspecialized),1
"San Bernardino County, California",06071,True,None (nonspecialized),1
"San Diego County, California",06073,True,None (nonspecialized),1
"San Francisco County, California",06075,True,None (nonspecialized),1
"San Joaquin County, California",06077,True,None (nonspecialized),1
"San Luis Obispo County, California",06079,True,Recreation,1
"San Mateo County, California",06081,True,None (nonspecialized),1
"Santa Barbara County, California",06083,True,None (nonspecialized),1
"Santa Clara County, California",06085,True,Manufacturing,1
"Santa Cruz County, California",06087,True,None (nonspecialized),1
"Shasta County, California",06089,True,None (nonspecialized),1
"Sierra County, California",06091,False,Recreation,2
"Siskiyou County, California",06093,False,None (nonspecialized),1
"Solano County, California",06095,True,None (nonspecialized),1
"Sonoma County, California",06097,True,None (nonspecialized),1
"Stanislaus County, California",06099,True,None (nonspecialized),1
"Sutter County, California",06101,True,None (nonspecialized),1
"Tehama County, California",06103,False,None (nonspecialized),1
"Trinity County, California",06105,False,None (nonspecialized),4
"Tulare County, California",06107,True,None (nonspecialized),1
"Tuolumne County, California",06109,False,Recreation,1
"Ventura County, California",06111,True,None (nonspecialized),1
"Yolo County, California",06113,True,Government,1
"Yuba County, California",06115,True,None (nonspecialized),1
"Adams County, Colorado",08001,True,None (nonspecialized),1
"Alamosa County, Colorado",08003,False,None (nonspecialized),1
"Arapahoe County, Colorado",08005,True,None (nonspecialized),1
"Archuleta County, Colorado",08007,False,Recreation,2
"Baca County, Colorado",08009,False,Farming,1
"Bent County, Colorado",08011,False,Farming,3
"Boulder County, Colorado",08013,True,None (nonspecialized),1
"Broomfield County, Colorado",08014,True,None (nonspecialized),0
"Chaffee County, Colorado",08015,False,Recreation,1
"Cheyenne County, Colorado",08017,False,Farming,1
"Clear Creek County, Colorado",08019,True,Recreation,1
"Conejos County, Colorado",08021,False,Farming,1
"Costilla County, Colorado",08023,False,None (nonspecialized),4
"Crowley County, Colorado",08025,False,Government,2
"Custer County, Colorado",08027,False,Recreation,1
"Delta County, Colorado",08029,False,None (nonspecialized),2
"Denver County, Colorado",08031,True,None (nonspecialized),1
"Dolores County, Colorado",08033,False,Farming,1
"Douglas County, Colorado",08035,True,None (nonspecialized),0
"Eagle County, Colorado",08037,False,Recreation,1
"Elbert County, Colorado",08039,True,None (nonspecialized),0
"El Paso County, Colorado",08041,True,None (nonspecialized),1
"Fremont County, Colorado",08043,False,Government,1
"Garfield County, Colorado",08045,False,None (nonspecialized),1
"Gilpin County, Colorado",08047,True,Recreation,1
"Grand County, Colorado",08049,False,Recreation,1
"Gunnison County, Colorado",08051,False,Recreation,1
"Hinsdale County, Colorado",08053,False,Recreation,1
"Huerfano County, Colorado",08055,False,Recreation,1
"Jackson County, Colorado",08057,False,Recreation,1
"Jefferson County, Colorado",08059,True,None (nonspecialized),0
"Kiowa County, Colorado",08061,False,Farming,0
"Kit Carson County, Colorado",08063,False,Farming,0
"Lake County, Colorado",08065,False,Recreation,0
"La Plata County, Colorado",08067,False,Recreation,1
"Larimer County, Colorado",08069,True,None (nonspecialized),1
"Las Animas County, Colorado",08071,False,None (nonspecialized),1
"Lincoln County, Colorado",08073,False,Government,1
"Logan County, Colorado",08075,False,None (nonspecialized),0
"Mesa County, Colorado",08077,True,None (nonspecialized),1
"Mineral County, Colorado",08079,False,Recreation,2
"Moffat County, Colorado",08081,False,None (nonspecialized),1
"Montezuma County, Colorado",08083,False,None (nonspecialized),0
"Montrose County, Colorado",08085,False,None (nonspecialized),1
"Morgan County, Colorado",08087,False,Manufacturing,1
"Otero County, Colorado",08089,False,None (nonspecialized),2
"Ouray County, Colorado",08091,False,Recreation,1
"Park County, Colorado",08093,True,Recreation,0
"Phillips County, Colorado",08095,False,None (nonspecialized),0
"Pitkin County, Colorado",08097,False,Recreation,1
"Prowers County, Colorado",08099,False,None (nonspecialized),2
"Pueblo County, Colorado",08101,True,None (nonspecialized),1
"Rio Blanco County, Colorado",08103,False,Mining,0
"Rio Grande County, Colorado",08105,False,None (nonspecialized),1
"Routt County, Colorado",08107,False,Recreation,1
"Saguache County, Colorado",08109,False,Farming,1
"San Juan County, Colorado",08111,False,Recreation,1
"San Miguel County, Colorado",08113,False,Recreation,1
"Sedgwick County, Colorado",08115,False,Farming,1
"Summit County, Colorado",08117,False,Recreation,1
"Teller County, Colorado",08119,True,Recreation,1
"Washington County, Colorado",08121,False,Farming,0
"Weld County, Colorado",08123,True,None (nonspecialized),1
"Yuma County, Colorado",08125,False,Farming,0
"Capitol Planning Region, Connecticut",09110,True,Not classified,1
"Greater Bridgeport Planning Region, Connecticut",09120,True,Not classified,1
"Lower Connecticut River Valley Planning Region, Connecticut",09130,True,Not classified,1
"Naugatuck Valley Planning Region, Connecticut",09140,True,Not classified,1
"Northeastern Connecticut Planning Region, Connecticut",09150,False,Not classified,0
"Northwest Hills Planning Region, Connecticut",09160,False,Not classified,1
"South Central Connecticut Planning Region, Connecticut",09170,True,Not classified,1
"Southeastern Connecticut Planning Region, Connecticut",09180,True,Not classified,1
"Western Connecticut Planning Region, Connecticut",09190,True,Not classified,1
"Kent County, Delaware",10001,True,Government,2
"New Castle County, Delaware",10003,True,None (nonspecialized),0
"Sussex County, Delaware",10005,False,Recreation,1
District of Columbia,11001,True,Government,1
"Alachua County, Florida",12001,True,Government,2
"Baker County, Florida",12003,True,Government,0
"Bay County, Florida",12005,True,Recreation,1
"Bradford County, Florida",12007,False,None (nonspecialized),3
"Brevard County, Florida",12009,True,None (nonspecialized),1
"Broward County, Florida",12011,True,None (nonspecialized),1
"Calhoun County, Florida",12013,False,None (nonspecialized),2
"Charlotte County, Florida",12015,True,Recreation,2
"Citrus County, Florida",12017,True,None (nonspecialized),1
"Clay County, Florida",12019,True,None (nonspecialized),0
"Collier County, Florida",12021,True,Recreation,2
"Columbia County, Florida",12023,False,None (nonspecialized),0
"DeSoto County, Florida",12027,False,None (nonspecialized),2
"Dixie County, Florida",12029,False,Manufacturing,2
"Duval County, Florida",12031,True,None (nonspecialized),1
"Escambia County, Florida",12033,True,None (nonspecialized),1
"Flagler County, Florida",12035,True,None (nonspecialized),1
"Franklin County, Florida",12037,False,Recreation,3
"Gadsden County, Florida",12039,True,Farming,1
"Gilchrist County, Florida",12041,True,None (nonspecialized),1
"Glades County, Florida",12043,False,None (nonspecialized),2
"Gulf County, Florida",12045,False,Recreation,1
"Hamilton County, Florida",12047,False,Manufacturing,3
"Hardee County, Florida",12049,False,None (nonspecialized),4
"Hendry County, Florida",12051,False,None (nonspecialized),2
"Hernando County, Florida",12053,True,None (nonspecialized),1
"Highlands County, Florida",12055,True,None (nonspecialized),1
"Hillsborough County, Florida",12057,True,None (nonspecialized),1
"Holmes County, Florida",12059,False,None (nonspecialized),1
"Indian River County, Florida",12061,True,None (nonspecialized),1
"Jackson County, Florida",12063,False,Government,1
"Jefferson County, Florida",12065,True,None (nonspecialized),0
"Lafayette County, Florida",12067,False,None (nonspecialized),2
"Lake County, Florida",12069,True,None (nonspecialized),2
"Lee County, Florida",12071,True,Recreation,2
"Leon County, Florida",12073,True,Government,1
"Levy County, Florida",12075,True,None (nonspecialized),1
"Liberty County, Florida",12077,False,None (nonspecialized),2
"Madison County, Florida",12079,False,None (nonspecialized),2
"Manatee County, Florida",12081,True,Recreation,2
"Marion County, Florida",12083,True,None (nonspecialized),1
"Martin County, Florida",12085,True,Recreation,2
"Miami-Dade County, Florida",12086,True,None (nonspecialized),1
"Monroe County, Florida",12087,False,Recreation,1
"Nassau County, Florida",12089,True,Recreation,1
"Okaloosa County, Florida",12091,True,None (nonspecialized),1
"Okeechobee County, Florida",12093,False,None (nonspecialized),0
"Orange County, Florida",12095,True,None (nonspecialized),1
"Osceola County, Florida",12097,True,Recreation,2
"Palm Beach County, Florida",12099,True,None (nonspecialized),2
"Pasco County, Florida",12101,True,None (nonspecialized),2
"Pinellas County, Florida",12103,True,None (nonspecialized),2
"Polk County, Florida",12105,True,None (nonspecialized),2
"Putnam County, Florida",12107,False,None (nonspecialized),2
"St. Johns County, Florida",12109,True,None (nonspecialized),1
"St. Lucie County, Florida",12111,True,None (nonspecialized),2
"Santa Rosa County, Florida",12113,True,None (nonspecialized),1
"Sarasota County, Florida",12115,True,Recreation,2
"Seminole County, Florida",12117,True,None (nonspecialized),1
"Sumter County, Florida",12119,True,None (nonspecialized),2
"Suwannee County, Florida",12121,False,None (nonspecialized),1
"Taylor County, Florida",12123,False,Manufacturing,2
"Union County, Florida",12125,False,Government,2
"Volusia County, Florida",12127,True,None (nonspecialized),2
"Wakulla County, Florida",12129,True,None (nonspecialized),0
"Walton County, Florida",12131,True,Recreation,2
"Washington County, Florida",12133,True,None (nonspecialized),2
"Appling County, Georgia",13001,False,None (nonspecialized),1
"Atkinson County, Georgia",13003,False,Manufacturing,2
"Bacon County, Georgia",13005,False,None (nonspecialized),2
"Baker County, Georgia",13007,False,Farming,3
"Baldwin County, Georgia",13009,False,Government,0
"Banks County, Georgia",13011,False,None (nonspecialized),0
"Barrow County, Georgia",13013,True,None (nonspecialized),0
"Bartow County, Georgia",13015,True,Manufacturing,0
"Ben Hill County, Georgia",13017,False,Manufacturing,2
"Berrien County, Georgia",13019,False,Manufacturing,0
"Bibb County, Georgia",13021,True,None (nonspecialized),1
"Bleckley County, Georgia",13023,False,None (nonspecialized),0
"Brantley County, Georgia",13025,True,None (nonspecialized),2
"Brooks County, Georgia",13027,True,None (nonspecialized),2
"Bryan County, Georgia",13029,True,None (nonspecialized),0
"Bulloch County, Georgia",13031,False,None (nonspecialized),2
"Burke County, Georgia",13033,True,None (nonspecialized),0
"Butts County, Georgia",13035,True,None (nonspecialized),1
"Calhoun County, Georgia",13037,False,Farming,3
"Camden County, Georgia",13039,False,Government,0
"Candler County, Georgia",13043,False,None (nonspecialized),0
"Carroll County, Georgia",13045,True,Manufacturing,0
"Catoosa County, Georgia",13047,True,None (nonspecialized),0
"Charlton County, Georgia",13049,False,None (nonspecialized),3
"Chatham County, Georgia",13051,True,None (nonspecialized),1
"Chattahoochee County, Georgia",13053,True,None (nonspecialized),2
"Chattooga County, Georgia",13055,False,Manufacturing,2
"Cherokee County, Georgia",13057,True,None (nonspecialized),1
"Clarke County, Georgia",13059,True,Government,3
"Clay County, Georgia",13061,False,None (nonspecialized),2
"Clayton County, Georgia",13063,True,None (nonspecialized),1
"Clinch County, Georgia",13065,False,Manufacturing,4
"Cobb County, Georgia",13067,True,None (nonspecialized),0
"Coffee County, Georgia",13069,False,Manufacturing,1
"Colquitt County, Georgia",13071,False,Manufacturing,1
"Columbia County, Georgia",13073,True,None (nonspecialized),0
"Cook County, Georgia",13075,False,None (nonspecialized),2
"Coweta County, Georgia",13077,True,None (nonspecialized),0
"Crawford County, Georgia",13079,True,Farming,0
"Crisp County, Georgia",13081,False,None (nonspecialized),2
"Dade County, Georgia",13083,True,Manufacturing,0
"Dawson County, Georgia",13085,True,Recreation,1
"Decatur County, Georgia",13087,False,None (nonspecialized),2
"DeKalb County, Georgia",13089,True,None (nonspecialized),1
"Dodge County, Georgia",13091,False,None (nonspecialized),0
"Dooly County, Georgia",13093,False,Manufacturing,3
"Dougherty County, Georgia",13095,True,None (nonspecialized),3
"Douglas County, Georgia",13097,True,None (nonspecialized),1
"Early County, Georgia",13099,False,Manufacturing,4
"Echols County, Georgia",13101,True,None (nonspecialized),1
"Effingham County, Georgia",13103,True,None (nonspecialized),0
"Elbert County, Georgia",13105,False,Manufacturing,1
"Emanuel County, Georgia",13107,False,Manufacturing,2
"Evans County, Georgia",13109,False,Manufacturing,1
"Fannin County, Georgia",13111,False,Recreation,2
"Fayette County, Georgia",13113,True,None (nonspecialized),0
"Floyd County, Georgia",13115,True,None (nonspecialized),1
"Forsyth County, Georgia",13117,True,None (nonspecialized),0
"Franklin County, Georgia",13119,False,None (nonspecialized),0
"Fulton County, Georgia",13121,True,None (nonspecialized),1
"Gilmer County, Georgia",13123,False,Recreation,1
"Glascock County, Georgia",13125,False,None (nonspecialized),1
"Glynn County, Georgia",13127,True,Recreation,1
"Gordon County, Georgia",13129,False,Manufacturing,0
"Grady County, Georgia",13131,False,None (nonspecialized),1
"Greene County, Georgia",13133,False,Recreation,1
"Gwinnett County, Georgia",13135,True,None (nonspecialized),1
"Habersham County, Georgia",13137,False,Manufacturing,0
"Hall County, Georgia",13139,True,Manufacturing,1
"Hancock County, Georgia",13141,False,Manufacturing,5
"Haralson County, Georgia",13143,True,Manufacturing,0
"Harris County, Georgia",13145,True,None (nonspecialized),0
"Hart County, Georgia",13147,False,Manufacturing,0
"Heard County, Georgia",13149,True,Manufacturing,1
"Henry County, Georgia",13151,True,None (nonspecialized),1
"Houston County, Georgia",13153,True,Government,0
"Irwin County, Georgia",13155,False,None (nonspecialized),0
"Jackson County, Georgia",13157,False,Manufacturing,1
"Jasper County, Georgia",13159,True,None (nonspecialized),0
"Jeff Davis County, Georgia",13161,False,Manufacturing,1
"Jefferson County, Georgia",13163,False,Manufacturing,2
"Jenkins County, Georgia",13165,False,None (nonspecialized),3
"Johnson County, Georgia",13167,False,None (nonspecialized),2
"Jones County, Georgia",13169,True,None (nonspecialized),0
"Lamar County, Georgia",13171,False,Manufacturing,0
"Lanier County, Georgia",13173,True,None (nonspecialized),2
"Laurens County, Georgia",13175,False,None (nonspecialized),1
"Lee County, Georgia",13177,True,None (nonspecialized),0
"Liberty County, Georgia",13179,True,None (nonspecialized),2
"Lincoln County, Georgia",13181,True,None (nonspecialized),1
"Long County, Georgia",13183,True,None (nonspecialized),1
"Lowndes County, Georgia",13185,True,None (nonspecialized),1
"Lumpkin County, Georgia",13187,True,Government,0
"McDuffie County, Georgia",13189,True,Manufacturing,0
"McIntosh County, Georgia",13191,True,Recreation,0
"Macon County, Georgia",13193,False,Manufacturing,4
"Madison County, Georgia",13195,True,None (nonspecialized),0
"Marion County, Georgia",13197,True,None (nonspecialized),1
"Meriwether County, Georgia",13199,True,None (nonspecialized),2
"Miller County, Georgia",13201,False,None (nonspecialized),1
"Mitchell County, Georgia",13205,False,Manufacturing,4
"Monroe County, Georgia",13207,True,None (nonspecialized),0
"Montgomery County, Georgia",13209,False,None (nonspecialized),0
"Morgan County, Georgia",13211,True,Manufacturing,0
"Murray County, Georgia",13213,True,Manufacturing,0
"Muscogee County, Georgia",13215,True,None (nonspecialized),1
"Newton County, Georgia",13217,True,None (nonspecialized),1
"Oconee County, Georgia",13219,True,None (nonspecialized),0
"Oglethorpe County, Georgia",13221,True,Farming,0
"Paulding County, Georgia",13223,True,None (nonspecialized),0
"Peach County, Georgia",13225,True,Manufacturing,0
"Pickens County, Georgia",13227,True,None (nonspecialized),1
"Pierce County, Georgia",13229,False,None (nonspecialized),0
"Pike County, Georgia",13231,True,None (nonspecialized),0
"Polk County, Georgia",13233,False,Manufacturing,2
"Pulaski County, Georgia",13235,False,None (nonspecialized),2
"Putnam County, Georgia",13237,False,Recreation,1
"Quitman County, Georgia",13239,False,Manufacturing,4
"Rabun County, Georgia",13241,False,Recreation,1
"Randolph County, Georgia",13243,False,None (nonspecialized),3
"Richmond County, Georgia",13245,True,Government,1
"Rockdale County, Georgia",13247,True,None (nonspecialized),1
"Schley County, Georgia",13249,False,Manufacturing,1
"Screven County, Georgia",13251,False,Manufacturing,1
"Seminole County, Georgia",13253,False,None (nonspecialized),2
"Spalding County, Georgia",13255,True,None (nonspecialized),1
"Stephens County, Georgia",13257,False,Manufacturing,0
"Stewart County, Georgia",13259,True,None (nonspecialized),3
"Sumter County, Georgia",13261,False,None (nonspecialized),3
"Talbot County, Georgia",13263,True,None (nonspecialized),1
"Taliaferro County, Georgia",13265,False,Farming,2
"Tattnall County, Georgia",13267,False,None (nonspecialized),3
"Taylor County, Georgia",13269,False,None (nonspecialized),3
"Telfair County, Georgia",13271,False,None (nonspecialized),3
"Terrell County, Georgia",13273,True,None (nonspecialized),2
"Thomas County, Georgia",13275,False,None (nonspecialized),0
