county_name,fips_code,data_tier,num_returns,capital_to_wage_ratio,capital_to_wage_ratio_normalized_mean,relative_move,low_return_flag,thin_claimer_flag,concentrated_gain_flag
"Elmore County, Alabama",01051,T3 mid (11.7k-100k),37720.0,0.07706734051355954,0.38417049447563373,0.23102546415938469,False,False,False
"Escambia County, Alabama",01053,T3 mid (11.7k-100k),14410.0,0.06997968669804024,0.3766389290440876,0.28794407173977105,False,False,False
"Etowah County, Alabama",01055,T3 mid (11.7k-100k),43030.0,0.07094768525137878,0.36893187830113466,0.06332040026233993,False,False,False
"Fayette County, Alabama",01057,T2 small (2.2k-11.7k),6210.0,0.03267383884676923,0.17552582897029553,0.3262518985385737,False,False,False
"Franklin County, Alabama",01059,T3 mid (11.7k-100k),12110.0,0.04324660477927217,0.24476745750383327,0.12563645357860728,False,False,False
"Geneva County, Alabama",01061,T2 small (2.2k-11.7k),10670.0,0.046930662398678304,0.23882187739001876,0.1776950784959501,False,False,False
"Greene County, Alabama",01063,T2 small (2.2k-11.7k),3110.0,0.042494807864068264,0.30588255522855007,0.37764088309742094,False,False,False
"Hale County, Alabama",01065,T2 small (2.2k-11.7k),6570.0,0.04971287286648588,0.21952139838378285,0.07828490021425343,False,False,False
"Henry County, Alabama",01067,T2 small (2.2k-11.7k),7500.0,0.0702246607844591,0.354023508592609,0.2048494752165136,False,False,False
"Houston County, Alabama",01069,T3 mid (11.7k-100k),46710.0,0.07299953334894985,0.5332180137632289,0.4317820564350152,False,False,False
"Jackson County, Alabama",01071,T3 mid (11.7k-100k),21850.0,0.059365968084197106,0.3530470015615469,0.3393154227642663,False,False,False
"Jefferson County, Alabama",01073,T4 large (>=100k),291230.0,0.1705160301898445,1.10370006638998,0.49045086962481027,False,False,True
"Lamar County, Alabama",01075,T2 small (2.2k-11.7k),5200.0,0.0337942843316986,0.3195597177876183,0.48911718118250463,False,False,False
"Lauderdale County, Alabama",01077,T3 mid (11.7k-100k),39790.0,0.12267133497033805,0.7483180754367131,0.3816605781636723,False,False,False
"Lawrence County, Alabama",01079,T3 mid (11.7k-100k),14010.0,0.025854791710959092,0.15729699560863425,0.5100970511409749,False,False,False
"Lee County, Alabama",01081,T3 mid (11.7k-100k),70490.0,0.10760175626218677,0.6091020971727801,0.2737992217307701,False,False,False
"Limestone County, Alabama",01083,T3 mid (11.7k-100k),48900.0,0.06255101395410476,0.34959085939339973,0.34884651766479285,False,False,False
"Lowndes County, Alabama",01085,T2 small (2.2k-11.7k),4500.0,0.10520820228959618,0.3768442080436718,0.1267447821651506,False,False,False
"Macon County, Alabama",01087,T2 small (2.2k-11.7k),6890.0,0.05023545673921702,0.2173829433786926,0.2163427095275491,False,False,False
"Madison County, Alabama",01089,T4 large (>=100k),188570.0,0.08664726169966633,0.6293607805939821,0.45435499746161756,False,False,False
"Marengo County, Alabama",01091,T2 small (2.2k-11.7k),8070.0,0.043237470304747984,0.2848343827093095,0.31749217675498453,False,False,False
"Marion County, Alabama",01093,T2 small (2.2k-11.7k),11320.0,0.048679570191726494,0.2813415147179688,0.40792958778893657,False,False,False
"Marshall County, Alabama",01095,T3 mid (11.7k-100k),41700.0,0.06752830454655406,0.47189570510823425,0.4543670609215331,False,False,False
"Mobile County, Alabama",01097,T4 large (>=100k),176680.0,0.09152782449353275,0.49779470186529623,0.31474382404284357,False,False,False
"Monroe County, Alabama",01099,T2 small (2.2k-11.7k),7780.0,0.048870695178998884,0.2960322984769806,0.23611794216313448,False,False,False
"Montgomery County, Alabama",01101,T3 mid (11.7k-100k),95540.0,0.13363175963766394,0.703148712075512,0.2603634055613727,False,False,False
"Morgan County, Alabama",01103,T3 mid (11.7k-100k),53920.0,0.08457154694153451,0.5515102294623387,0.27499463775571564,False,False,False
"Perry County, Alabama",01105,T2 small (2.2k-11.7k),3380.0,0.017554715687861162,0.13044762163443546,0.5422362733650858,False,False,False
"Pickens County, Alabama",01107,T2 small (2.2k-11.7k),7070.0,0.03656888779992145,0.3253292706895452,0.342118489298023,False,False,False
"Pike County, Alabama",01109,T3 mid (11.7k-100k),12710.0,0.08510271418081493,0.48441468902373924,0.46309708519576886,False,False,False
"Randolph County, Alabama",01111,T2 small (2.2k-11.7k),9350.0,0.08586802887704181,0.4030711744725341,0.05284379878001423,False,False,False
"Russell County, Alabama",01113,T3 mid (11.7k-100k),23420.0,0.03152394863510716,0.1948096839975796,0.3420498288159848,False,False,False
"St. Clair County, Alabama",01115,T3 mid (11.7k-100k),41050.0,0.053881658121592214,0.28594408054599024,0.020999451745639417,False,False,False
"Shelby County, Alabama",01117,T4 large (>=100k),104120.0,0.10690728151697866,0.7766566355083546,0.4924859728728504,False,False,False
"Sumter County, Alabama",01119,T2 small (2.2k-11.7k),4500.0,0.042002198021780394,0.2799761336171667,0.16425746948228523,False,False,False
"Talladega County, Alabama",01121,T3 mid (11.7k-100k),33500.0,0.04466591628510128,0.25453013101890515,0.23443996941845238,False,False,False
"Tallapoosa County, Alabama",01123,T3 mid (11.7k-100k),17410.0,0.10891586981029547,0.6393368577649514,0.37706410986058947,False,False,False
"Tuscaloosa County, Alabama",01125,T3 mid (11.7k-100k),84920.0,0.1076437247826816,0.6084976075614181,0.3153878490839446,False,False,False
"Walker County, Alabama",01127,T3 mid (11.7k-100k),25380.0,0.09026849044581528,0.7492006033838317,0.3457999139653207,False,False,False
"Washington County, Alabama",01129,T2 small (2.2k-11.7k),6410.0,0.035402846888135324,0.17991880028753107,0.4337218147132583,False,False,False
"Wilcox County, Alabama",01131,T2 small (2.2k-11.7k),4030.0,0.06612191154829215,0.43415824447675855,0.4941778313484637,False,False,False
"Winston County, Alabama",01133,T2 small (2.2k-11.7k),9330.0,0.047469789879159514,0.4439925540760649,0.5113497213965537,False,False,False
"Aleutians East Borough, Alaska",02013,T1 thin (<2.2k returns),710.0,0.025771458339717463,0.1467390866424176,0.008863790215907313,True,True,False
"Aleutians West Census Area, Alaska",02016,T1 thin (<2.2k returns),1930.0,0.015369234553403527,0.1119225038508697,0.23626726757702474,True,False,False
"Anchorage Municipality, Alaska",02020,T4 large (>=100k),143420.0,0.09427820834895875,0.6460602673950053,0.48443054154830895,False,False,False
"Bethel Census Area, Alaska",02050,T2 small (2.2k-11.7k),6580.0,0.029604990294805646,0.11610989508059966,0.00809912627836903,False,False,False
"Bristol Bay Borough, Alaska",02060,T1 thin (<2.2k returns),460.0,0.04550824837001707,0.2280875126520181,0.15606690833228704,True,True,False
"Chugach Census Area, Alaska",02063,T2 small (2.2k-11.7k),3390.0,0.08022414682605021,0.47139842379531915,0.25912434447278937,False,False,False
"Copper River Census Area, Alaska",02066,T1 thin (<2.2k returns),1420.0,0.05233621173446297,0.3575838797000246,0.5592578112239346,True,False,False
"Denali Borough, Alaska",02068,T1 thin (<2.2k returns),1140.0,0.04116139772486168,0.35985330083990597,0.5999792494824847,True,False,False
"Dillingham Census Area, Alaska",02070,T1 thin (<2.2k returns),1940.0,0.02916282032946316,0.244257823535215,0.540478807270191,True,False,False
"Fairbanks North Star Borough, Alaska",02090,T3 mid (11.7k-100k),45640.0,0.07927531316173943,0.42056690467184976,0.2515622041390281,False,False,False
"Haines Borough, Alaska",02100,T1 thin (<2.2k returns),1290.0,0.15796868318706603,1.2098870704476306,0.6014991038102089,True,False,False
"Hoonah-Angoon Census Area, Alaska",02105,T1 thin (<2.2k returns),940.0,0.09335646140503036,0.7489382723751689,0.7187466473873342,True,False,False
"Juneau City and Borough, Alaska",02110,T3 mid (11.7k-100k),16550.0,0.13365794762560007,0.671406701420737,0.09325197851587522,False,False,False
"Kenai Peninsula Borough, Alaska",02122,T3 mid (11.7k-100k),30030.0,0.1381000006994034,0.7297518044775054,0.2686271267807701,False,False,False
"Ketchikan Gateway Borough, Alaska",02130,T2 small (2.2k-11.7k),6870.0,0.12424479556256257,0.5708091965455857,0.13813581696193386,False,False,False
"Kodiak Island Borough, Alaska",02150,T2 small (2.2k-11.7k),6260.0,0.07068290561113527,0.5066039804780946,0.5971176634916134,False,False,False
"Kusilvak Census Area, Alaska",02158,T2 small (2.2k-11.7k),2840.0,0.005229855371900826,0.021039725314191196,0.6903069845216416,False,True,False
"Lake and Peninsula Borough, Alaska",02164,T1 thin (<2.2k returns),550.0,0.03174916190100572,0.19881416653607933,0.001989047531576915,True,True,False
"Matanuska-Susitna Borough, Alaska",02170,T3 mid (11.7k-100k),51190.0,0.0854558209921603,0.4226101898145612,0.19864674403929505,False,False,False
"Nome Census Area, Alaska",02180,T2 small (2.2k-11.7k),3640.0,0.01850414216285772,0.14624132734445233,0.4316574984266113,False,False,False
"North Slope Borough, Alaska",02185,T2 small (2.2k-11.7k),3170.0,0.05152142161635832,0.2564187107211807,0.8210876797961153,False,False,False
"Northwest Arctic Borough, Alaska",02188,T2 small (2.2k-11.7k),2210.0,0.006922514228621385,0.06782938780254708,0.4474796793208711,False,True,False
"Petersburg Borough, Alaska",02195,T1 thin (<2.2k returns),1870.0,0.1935328595294051,1.0345201611131276,0.17724118524029558,True,False,False
"Prince of Wales-Hyder Census Area, Alaska",02198,T2 small (2.2k-11.7k),2200.0,0.07526881720430108,0.5263694748410511,0.24976408723036558,False,False,False
"Sitka City and Borough, Alaska",02220,T2 small (2.2k-11.7k),4590.0,0.13817762399077277,0.8462294430838231,0.4203517292588635,False,False,False
"Skagway Municipality, Alaska",02230,T1 thin (<2.2k returns),640.0,0.034940066309614895,0.30827167413409967,0.5450678898058539,True,False,False
"Southeast Fairbanks Census Area, Alaska",02240,T2 small (2.2k-11.7k),3290.0,0.035308976312929216,0.2261992562747138,0.3925707814783884,False,False,False
"Wrangell City and Borough, Alaska",02275,T1 thin (<2.2k returns),1010.0,0.11570181545547047,0.6078674743561385,0.26088172140315696,True,False,False
"Yakutat City and Borough, Alaska",02282,T1 thin (<2.2k returns),260.0,0.07618530582699964,0.18307676001252254,0.7394616688719211,True,True,False
"Yukon-Koyukuk Census Area, Alaska",02290,T2 small (2.2k-11.7k),2270.0,0.02442289748062802,0.16662551377485565,0.4436423998252437,False,False,False
"Apache County, Arizona",04001,T3 mid (11.7k-100k),25370.0,0.023683869037341453,0.11570827167922763,0.22613114856385383,False,False,False
"Cochise County, Arizona",04003,T3 mid (11.7k-100k),56150.0,0.06949815509991518,0.44068375108097335,0.3802018634933871,False,False,False
"Coconino County, Arizona",04005,T3 mid (11.7k-100k),62460.0,0.15395505055966227,0.8217437031732991,0.15811990852381852,False,False,False
"Gila County, Arizona",04007,T3 mid (11.7k-100k),23090.0,0.1375164408544844,0.7429561586967461,0.4020037859718667,False,False,False
"Graham County, Arizona",04009,T3 mid (11.7k-100k),13100.0,0.027550992462579155,0.2045902906826001,0.5310463414818429,False,False,False
"Greenlee County, Arizona",04011,T2 small (2.2k-11.7k),3360.0,0.006326371435999653,0.06132489449259928,0.7066893645973289,False,False,False
"La Paz County, Arizona",04012,T2 small (2.2k-11.7k),7110.0,0.09617229336437719,0.5045690376570374,0.415812409082035,False,False,False
"Maricopa County, Arizona",04013,T4 large (>=100k),2109250.0,0.17238058268685832,1.0476016339560492,0.3323452134740066,False,False,True
"Mohave County, Arizona",04015,T3 mid (11.7k-100k),95190.0,0.14493493850351702,0.7875691109706422,0.35766339547497833,False,False,False
"Navajo County, Arizona",04017,T3 mid (11.7k-100k),45230.0,0.06355411223075491,0.35690923796329427,0.47857778011924695,False,False,False
"Pima County, Arizona",04019,T4 large (>=100k),488180.0,0.13481468884920972,0.9293972551830801,0.44831241098217295,False,False,False
"Pinal County, Arizona",04021,T4 large (>=100k),199400.0,0.07456765820251739,0.44657552916209137,0.35593474480735626,False,False,False
"Santa Cruz County, Arizona",04023,T3 mid (11.7k-100k),23640.0,0.11917057656579652,0.6371314196250173,0.13719429728725316,False,False,False
"Yavapai County, Arizona",04025,T4 large (>=100k),121890.0,0.25551329845413445,1.584303451860828,0.35060232199143987,False,False,False
"Yuma County, Arizona",04027,T3 mid (11.7k-100k),98780.0,0.05607572672928849,0.3360847479573786,0.2267386478328956,False,False,False
"Arkansas County, Arkansas",05001,T2 small (2.2k-11.7k),7340.0,0.0701897894743929,0.6405310735175239,0.575176262178494,False,False,False
"Ashley County, Arkansas",05003,T2 small (2.2k-11.7k),7360.0,0.039447016931499906,0.219056099608771,0.208344322080466,False,False,False
"Baxter County, Arkansas",05005,T3 mid (11.7k-100k),19020.0,0.13770873880813578,0.7830472931245799,0.22308517386761792,False,False,False
"Benton County, Arkansas",05007,T4 large (>=100k),138170.0,0.5507304733674733,4.076137543866634,0.6368964370480961,False,False,True
"Boone County, Arkansas",05009,T3 mid (11.7k-100k),16400.0,0.14405790188293358,0.6120710410617953,0.14866141112412132,False,False,False
"Bradley County, Arkansas",05011,T2 small (2.2k-11.7k),4090.0,0.028501746481202076,0.20582773776911473,0.3906940212461649,False,False,False
"Calhoun County, Arkansas",05013,T1 thin (<2.2k returns),1870.0,0.021660731959818432,0.16074042278094522,0.3461617970238171,True,False,False
"Carroll County, Arkansas",05015,T3 mid (11.7k-100k),12780.0,0.14800789599710323,0.7369635952958933,0.007438416623829181,False,False,False
"Chicot County, Arkansas",05017,T2 small (2.2k-11.7k),3600.0,0.0978877871708042,0.4555951263345347,0.3293173678810499,False,False,False
"Clark County, Arkansas",05019,T2 small (2.2k-11.7k),8430.0,0.05429190656538015,0.36826769919635993,0.32241820962606393,False,False,False
"Clay County, Arkansas",05021,T2 small (2.2k-11.7k),5800.0,0.05012147762707325,0.27714556309592825,0.20492510299398367,False,False,False
"Cleburne County, Arkansas",05023,T2 small (2.2k-11.7k),10960.0,0.09741261438137644,0.6244943038549955,0.3074689587528694,False,False,False
"Cleveland County, Arkansas",05025,T2 small (2.2k-11.7k),3100.0,0.06164221909127969,0.24732860341852633,0.18679860534052203,False,False,False
"Columbia County, Arkansas",05027,T2 small (2.2k-11.7k),8760.0,0.0623914927607502,0.4743612771109971,0.45370802496933793,False,False,False
"Conway County, Arkansas",05029,T2 small (2.2k-11.7k),8570.0,0.09924107577223115,0.4274940439182574,0.2978368760979931,False,False,False
"Craighead County, Arkansas",05031,T3 mid (11.7k-100k),46580.0,0.08491012983731513,0.5358464102480227,0.3000649043526585,False,False,False
"Crawford County, Arkansas",05033,T3 mid (11.7k-100k),25230.0,0.04276311661021933,0.2764916940728666,0.16342598525927815,False,False,False
"Crittenden County, Arkansas",05035,T3 mid (11.7k-100k),19990.0,0.05873600222573305,0.37345199136148527,0.09955774887479564,False,False,False
"Cross County, Arkansas",05037,T2 small (2.2k-11.7k),6740.0,0.03420429688670482,0.2876075749298419,0.2553173109551993,False,False,False
"Dallas County, Arkansas",05039,T2 small (2.2k-11.7k),2530.0,0.03083563320952045,0.22708768039781413,0.301706698774899,False,False,False
"Desha County, Arkansas",05041,T2 small (2.2k-11.7k),4440.0,0.0389279540403187,0.2547851117081781,0.6174441855746825,False,False,False
"Drew County, Arkansas",05043,T2 small (2.2k-11.7k),7120.0,0.07283134903881336,0.3388024851870643,0.0996072808210748,False,False,False
"Faulkner County, Arkansas",05045,T3 mid (11.7k-100k),54560.0,0.07101210610646252,0.41326776797531073,0.35943854418231386,False,False,False
"Franklin County, Arkansas",05047,T2 small (2.2k-11.7k),7040.0,0.05511841435368059,0.30718453300980225,0.3443800397044616,False,False,False
"Fulton County, Arkansas",05049,T2 small (2.2k-11.7k),4610.0,0.06941227472595529,0.36038191721711177,0.2975443843770554,False,False,False
"Garland County, Arkansas",05051,T3 mid (11.7k-100k),44830.0,0.252093298943918,1.0482090734410998,0.3145716973569791,False,False,False
"Grant County, Arkansas",05053,T2 small (2.2k-11.7k),7720.0,0.03401747951737701,0.22487224310727635,0.3659637702693408,False,False,False
"Greene County, Arkansas",05055,T3 mid (11.7k-100k),18720.0,0.050140693551974924,0.349896815384043,0.35944251495638124,False,False,False
"Hempstead County, Arkansas",05057,T2 small (2.2k-11.7k),8180.0,0.04046056457374516,0.22824894861855638,0.19659972878295964,False,False,False
"Hot Spring County, Arkansas",05059,T3 mid (11.7k-100k),12840.0,0.05303254292078134,0.2792490328770186,0.35578921472137087,False,False,False
"Howard County, Arkansas",05061,T2 small (2.2k-11.7k),5380.0,0.048777182777674614,0.29561868781489914,0.28007314015397755,False,False,False
"Independence County, Arkansas",05063,T3 mid (11.7k-100k),15390.0,0.06518799264280958,0.35847840340945736,0.2039398655015738,False,False,False
"Izard County, Arkansas",05065,T2 small (2.2k-11.7k),5170.0,0.07705596793605639,0.38061393402672994,0.3013003247936764,False,False,False
"Jackson County, Arkansas",05067,T2 small (2.2k-11.7k),5790.0,0.042555035534754725,0.2869562491062171,0.3816693089908607,False,False,False
"Jefferson County, Arkansas",05069,T3 mid (11.7k-100k),26570.0,0.041261440004475604,0.26307543391305244,0.3792882773209879,False,False,False
"Johnson County, Arkansas",05071,T2 small (2.2k-11.7k),10390.0,0.03578915617223437,0.20658676560764894,0.3377570885270986,False,False,False
"Lafayette County, Arkansas",05073,T2 small (2.2k-11.7k),2470.0,0.04082953883338009,0.1895981118042907,0.0766234326906136,False,False,False
"Lawrence County, Arkansas",05075,T2 small (2.2k-11.7k),6330.0,0.03758554968379104,0.2528268013103849,0.3973525303172084,False,False,False
"Lee County, Arkansas",05077,T2 small (2.2k-11.7k),2660.0,0.048510303522485025,0.29154786283566125,0.3628892494555508,False,False,False
"Lincoln County, Arkansas",05079,T2 small (2.2k-11.7k),3890.0,0.03846774518901037,0.18929437767297524,0.10304131784942207,False,False,False
"Little River County, Arkansas",05081,T2 small (2.2k-11.7k),4840.0,0.042127173206383824,0.19000851966125748,0.07715497643072806,False,False,False
"Logan County, Arkansas",05083,T2 small (2.2k-11.7k),8610.0,0.04770413281171632,0.2289614092168321,0.1096986099496705,False,False,False
"Lonoke County, Arkansas",05085,T3 mid (11.7k-100k),32030.0,0.05223142831688218,0.2720239098460325,0.19697331353225292,False,False,False
"Madison County, Arkansas",05087,T2 small (2.2k-11.7k),7270.0,0.07040064064818523,0.41052816755669275,0.22691439811991415,False,False,False
"Marion County, Arkansas",05089,T2 small (2.2k-11.7k),6900.0,0.151308760076566,0.6201855931661623,0.003472139239764542,False,False,False
"Miller County, Arkansas",05091,T3 mid (11.7k-100k),17580.0,0.07367734659123507,0.3372204182800294,0.10973751208988033,False,False,False
"Mississippi County, Arkansas",05093,T3 mid (11.7k-100k),15390.0,0.04318925744331172,0.21341109938882838,0.030762434832665643,False,False,False
"Monroe County, Arkansas",05095,T2 small (2.2k-11.7k),2740.0,0.05197256364222253,0.23370588121457408,0.1876951480371841,False,False,False
"Montgomery County, Arkansas",05097,T2 small (2.2k-11.7k),3370.0,0.06955953947052554,0.440407369536985,0.2628504326106159,False,False,False
"Nevada County, Arkansas",05099,T2 small (2.2k-11.7k),3260.0,0.02910343624629339,0.2442114765848471,0.5402532364401322,False,False,False
"Newton County, Arkansas",05101,T2 small (2.2k-11.7k),2980.0,0.10187828057684702,0.493826342082982,0.2728471592936778,False,False,False
"Ouachita County, Arkansas",05103,T2 small (2.2k-11.7k),9260.0,0.053412510022784465,0.31047033141840974,0.2689346317322275,False,False,False
"Perry County, Arkansas",05105,T2 small (2.2k-11.7k),4080.0,0.036818727993352424,0.2155886982474867,0.1466642596608348,False,False,False
"Phillips County, Arkansas",05107,T2 small (2.2k-11.7k),6170.0,0.030565570682882206,0.21138039540919054,0.36556289669150316,False,False,False
"Pike County, Arkansas",05109,T2 small (2.2k-11.7k),4140.0,0.07610950930990812,0.33584414977402377,0.07396672085409867,False,False,False
"Poinsett County, Arkansas",05111,T2 small (2.2k-11.7k),8670.0,0.03226812342432185,0.22940938010758666,0.4284517432960294,False,False,False
"Polk County, Arkansas",05113,T2 small (2.2k-11.7k),7600.0,0.09256165412381405,0.4035451067492227,0.023019945714374514,False,False,False
"Pope County, Arkansas",05115,T3 mid (11.7k-100k),26400.0,0.09375075014317018,0.4049799156501425,0.06157964569632137,False,False,False
"Prairie County, Arkansas",05117,T2 small (2.2k-11.7k),3220.0,0.08233452811521806,0.37082081717983784,0.03461889175146934,False,False,False
"Pulaski County, Arkansas",05119,T4 large (>=100k),181930.0,0.1385152395068474,1.0279707939353249,0.5520533990582805,False,False,False
"Randolph County, Arkansas",05121,T2 small (2.2k-11.7k),7300.0,0.05634926850370503,0.31632508383630376,0.2564871407805408,False,False,False
"St. Francis County, Arkansas",05123,T2 small (2.2k-11.7k),8040.0,0.035846831262777164,0.19819212887327903,0.22019976087515927,False,False,False
"Saline County, Arkansas",05125,T3 mid (11.7k-100k),56220.0,0.06379295143868291,0.37000665259752424,0.40363265366054846,False,False,False
"Scott County, Arkansas",05127,T2 small (2.2k-11.7k),3890.0,0.04118554462266553,0.23864082236086634,0.1848070719540024,False,False,False
"Searcy County, Arkansas",05129,T2 small (2.2k-11.7k),3110.0,0.09184017029965354,0.4734757467274961,0.15856637732323672,False,False,False
"Sebastian County, Arkansas",05131,T3 mid (11.7k-100k),55590.0,0.1524073189908477,0.7719797276557605,0.20053018064975944,False,False,False
"Sevier County, Arkansas",05133,T2 small (2.2k-11.7k),6400.0,0.04283583949322111,0.22036371838640853,0.204277909851045,False,False,False
"Sharp County, Arkansas",05135,T2 small (2.2k-11.7k),6740.0,0.07171934254561659,0.3927636423798343,0.07041482468833425,False,False,False
"Stone County, Arkansas",05137,T2 small (2.2k-11.7k),4890.0,0.0969657310142931,0.5088805830926554,0.25649144275247115,False,False,False
"Union County, Arkansas",05139,T3 mid (11.7k-100k),16330.0,0.1300213797654944,0.8509349310697066,0.33685560081805754,False,False,False
"Van Buren County, Arkansas",05141,T2 small (2.2k-11.7k),6620.0,0.07919542987108753,0.4569709435730072,0.20449681449447069,False,False,False
"Washington County, Arkansas",05143,T4 large (>=100k),110850.0,0.15109917582476035,0.8274211148295134,0.2771510172183295,False,False,False
"White County, Arkansas",05145,T3 mid (11.7k-100k),31490.0,0.06791402631796618,0.37340987116977525,0.057518305867571166,False,False,False
"Woodruff County, Arkansas",05147,T2 small (2.2k-11.7k),2390.0,0.0310926648665857,0.24867904567670074,0.46151722546144824,False,False,False
"Yell County, Arkansas",05149,T2 small (2.2k-11.7k),8310.0,0.049341450674095816,0.3434678219118066,0.38128172882384376,False,False,False
"Alameda County, California",06001,T4 large (>=100k),775600.0,0.10587429327049902,0.7781139572801749,0.465790516296634,False,False,False
"Alpine County, California",06003,T1 thin (<2.2k returns),470.0,0.20294582839066824,1.1134695826849432,0.11159211616652488,True,False,False
"Amador County, California",06005,T3 mid (11.7k-100k),18390.0,0.10110465082776782,0.7072528099013279,0.40746789440739944,False,False,False
"Butte County, California",06007,T3 mid (11.7k-100k),89320.0,0.10836389136437348,0.7493703795763684,0.39538313476705533,False,False,False
"Calaveras County, California",06009,T3 mid (11.7k-100k),21400.0,0.11911969404165033,0.846385744839899,0.43473679791155184,False,False,False
"Colusa County, California",06011,T2 small (2.2k-11.7k),10310.0,0.1227712255749639,0.8406521268624061,0.25199109616005105,False,False,False
"Contra Costa County, California",06013,T4 large (>=100k),554210.0,0.13156428721665828,0.9571738797312028,0.3737160073169473,False,False,False
"Del Norte County, California",06015,T2 small (2.2k-11.7k),10510.0,0.07427557627149782,0.44412111936736043,0.35819377357475013,False,False,False
"El Dorado County, California",06017,T3 mid (11.7k-100k),93340.0,0.14716163298716753,0.897034713489173,0.35443041337999603,False,False,False
"Fresno County, California",06019,T4 large (>=100k),430420.0,0.08993930602416524,0.4984265868739823,0.19430799802978072,False,False,False
"Glenn County, California",06021,T3 mid (11.7k-100k),12760.0,0.0917705181204614,0.6637835426744737,0.45825948065057576,False,False,False
"Humboldt County, California",06023,T3 mid (11.7k-100k),58940.0,0.12127680179743942,0.8130633373026119,0.45137600701303787,False,False,False
"Imperial County, California",06025,T3 mid (11.7k-100k),88790.0,0.03237329428697982,0.18126178530322906,0.32249556192469786,False,False,False
"Inyo County, California",06027,T2 small (2.2k-11.7k),8510.0,0.10245393480002465,0.6273357483956912,0.318092949324628,False,False,False
"Kern County, California",06029,T4 large (>=100k),375620.0,0.05881848306309756,0.40620212626088115,0.18861419569035512,False,False,False
"Kings County, California",06031,T3 mid (11.7k-100k),59620.0,0.06063854745562619,0.38578197394087466,0.2699106890819081,False,False,False
