target_pillar,column,label,block,n,n_added_columns,r2_reduced,r2_full,lift,lift_ablated,null_lift_mean,null_lift_p95,p,q,significant,carries_signal
B,lq_emp_61,Educational Services LQ,E,1587,10,0.14295724371023422,0.15294096768415077,0.009983723973916558,0.010215856424819036,-0.0013612645810738503,0.0013321209292282733,0.02,0.03580246913580247,True,True
B,lq_emp_99,Unclassified LQ,E,1075,10,0.4623300463017356,0.4667054089178331,0.0043753626160975,0.009798302290287109,-0.00506131431572351,0.000583006522721603,0.02,0.03580246913580247,True,True
B,lq_emp_62,Health Care & Social Assistance LQ,E,1942,10,0.275287341804755,0.2912921736015055,0.016004831796750496,0.009519898852248576,-0.010509516229285464,-0.006128555932535721,0.02,0.03580246913580247,True,True
B,lq_emp_31-33,Manufacturing LQ,C,2570,4,0.6755673726089886,0.6771319837202067,0.0015646111112180838,0.008792409673156754,0.0006667720336030095,0.001604312397107297,0.08,0.11262135922330097,False,False
B,lq_emp_44-45,Retail Trade LQ,C,3050,4,0.1998257882059149,0.2069934293424377,0.0071676411365227954,0.008571113481103954,0.003680013421636361,0.005876164263267135,0.02,0.03580246913580247,True,True
B,lq_emp_55,Management of Companies & Enterprises LQ,D,1296,15,0.20432141450679697,0.21147201149441475,0.007150596987617774,0.007699747148798286,-0.0018821424821518077,0.003617293794767506,0.02,0.03580246913580247,True,True
B,lq_emp_55,Management of Companies & Enterprises LQ,A,1296,29,0.21325377394170741,0.21147201149441497,-0.0017817624472924454,0.0076967898652430256,-0.006774540925122094,-0.0002527851346087146,0.12,0.16261682242990652,False,False
B,lq_emp_62,Health Care & Social Assistance LQ,D,1942,15,0.2825053237126628,0.2912921736015056,0.008786849888842818,0.007627256994218845,-0.0043589659699387745,-0.0002055587976985286,0.02,0.03580246913580247,True,True
B,lq_emp_52,Finance & Insurance LQ,D,2638,15,0.212837315905122,0.21925209786310607,0.0064147819579840615,0.007557275615179604,-0.0016046263527862085,0.0011074161304593486,0.02,0.03580246913580247,True,True
F,distress_count,demographic distress count,B,3144,40,0.3230307946719998,0.3282890989366746,0.0052583042646747735,0.007430760657878177,-0.012358063345701553,-0.007789828220792374,0.02,0.03580246913580247,True,True
E,capital_to_wage_ratio,capital-to-wage ratio,D,3143,15,0.4367846915332144,0.44179585178501257,0.005011160251798152,0.006907066038871368,-0.00014814908200314907,0.002504207966962352,0.02,0.03580246913580247,True,True
B,lq_emp_53,Real Estate & Rental & Leasing LQ,C,2453,4,0.35547187759781007,0.3607434139871878,0.005271536389377718,0.006796918424519349,-0.000522080273036764,0.0007323799946089559,0.02,0.03580246913580247,True,True
F,distress_count,demographic distress count,E,3144,10,0.3219045737990621,0.32828909893667935,0.006384525137617225,0.005556315967797154,-0.0020242195145010558,0.0010082638766949904,0.02,0.03580246913580247,True,True
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",D,2268,15,0.3985358879854528,0.4002776791588539,0.0017417911734011193,0.005390487117240883,-0.0030992740685722485,-0.00016808560999912668,0.04,0.06236559139784946,False,False
C,unemployment_velocity,unemployment velocity,F,3143,20,0.5199805571651622,0.5207491406472473,0.0007685834820850834,0.005083243706797136,-0.0021150383294358233,0.0010767739042219584,0.08,0.11262135922330097,False,False
B,lq_emp_81,Other Services (except Public Administration) LQ,C,2579,4,0.2094473035139366,0.21086542195521385,0.0014181184412772607,0.005037697949644371,-0.0009961465226724568,8.473676398812334e-05,0.02,0.03580246913580247,True,True
B,lq_emp_22,Utilities LQ,C,1415,4,0.06755807149027315,0.07172316760645547,0.004165096116182321,0.0049880540561919595,-0.0012961128726103378,0.0013213184675217237,0.02,0.03580246913580247,True,True
B,lq_emp_23,Construction LQ,D,2469,15,0.12515376014529156,0.12665344206133522,0.0014996819160436603,0.00490810256802765,-0.022746564501606104,-0.0180224529625318,0.02,0.03580246913580247,True,True
B,lq_emp_72,Accommodation & Food Services LQ,A,2369,29,0.4215390542041768,0.4228898384757749,0.0013507842715980711,0.004689301394024681,-0.008362107952154115,-0.003531953985292694,0.02,0.03580246913580247,True,True
B,lq_emp_22,Utilities LQ,E,1415,10,0.06989640449949996,0.07172316760645547,0.001826763106955509,0.004620465900053938,-0.0009707973671115073,0.0017183745984004723,0.08,0.11262135922330097,False,False
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",F,2243,20,0.17978487185325498,0.2667226057237161,0.08693773387046111,0.0045557972776790745,-0.003764437518020773,0.000504843485078685,0.02,0.03580246913580247,True,True
B,lq_emp_53,Real Estate & Rental & Leasing LQ,D,2453,15,0.3594142026640713,0.3607434139871878,0.0013292113231164748,0.004380935169067013,-0.0016546575117608008,0.000834651292335485,0.02,0.03580246913580247,True,True
B,lq_emp_81,Other Services (except Public Administration) LQ,A,2579,29,0.2095678102653945,0.21086542195521385,0.0012976116898193446,0.004361841188780247,-0.0029982850322312275,0.0009567575634813029,0.06,0.08969072164948452,False,False
B,lq_emp_23,Construction LQ,C,2469,4,0.11800975270737224,0.12665344206133378,0.008643689353961537,0.004353955343431193,0.0018105545283513744,0.004889618316115512,0.04,0.06236559139784946,False,False
B,lq_emp_52,Finance & Insurance LQ,F,2638,20,0.17611081397396722,0.21925209786310607,0.04314128388913885,0.004154565106355701,-0.0030354617946289795,0.0005542382096664241,0.02,0.03580246913580247,True,True
B,lq_emp_52,Finance & Insurance LQ,A,2638,29,0.2183784372870916,0.21925209786310607,0.0008736605760144567,0.004004419897539635,-0.004310496506407349,-0.000157084283260336,0.04,0.06236559139784946,False,False
C,unemployment_rate_latest,unemployment rate (level),D,3143,15,0.5568075725868142,0.5599157275513595,0.0031081549645453066,0.0036409261616650035,-0.001718608015054612,0.0005312187814234347,0.02,0.03580246913580247,True,True
B,lq_emp_56,Administrative & Support & Waste Management LQ,D,2212,15,0.22074905412932333,0.2254165982841121,0.004667544154788761,0.0035455509481370218,-0.001993833693377066,0.0008222823510131795,0.02,0.03580246913580247,True,True
B,lq_emp_42,Wholesale Trade LQ,F,2346,20,0.2953257175922127,0.3504745287199226,0.05514881112770986,0.003275374089731997,-0.00922391442055169,-0.0036336873855415805,0.02,0.03580246913580247,True,True
B,lq_emp_53,Real Estate & Rental & Leasing LQ,A,2453,29,0.365145283760935,0.3607434139871878,-0.004401869773747236,0.0032336391869544068,-0.0037937691095294955,-0.0005373789122056249,0.64,0.7193798449612403,False,False
D,log_total_tons,freight tonnage (log10),B,3144,40,0.8923233132726724,0.8937621351683307,0.0014388218956582488,0.0031913289064845474,-0.002919334213357887,-0.001971957273367653,0.02,0.03580246913580247,True,True
A,content_length,intro-text length,E,3144,10,0.2889773903559527,0.29200288501355565,0.003025494657602934,0.0031556463222541797,-0.001080584022704308,0.0007236913923875463,0.02,0.03580246913580247,True,True
B,lq_emp_48-49,Transportation & Warehousing LQ,F,2160,20,0.10686692251438601,0.12338933668018037,0.016522414165794364,0.0026499841700287075,-0.0091711258208906,-0.0022674460691468213,0.02,0.03580246913580247,True,True
B,lq_emp_21,"Mining, Quarrying, Oil & Gas LQ",E,1026,10,0.6520948665557684,0.6441439056150065,-0.007950960940761975,0.002499371276959983,-0.0022068939610949555,0.0009172854716814575,1.0,1.0,False,False
F,distress_count,demographic distress count,D,3144,15,0.3252301496641574,0.32828909893667535,0.00305894927251793,0.002392467652496233,0.0004166991101789283,0.0033650801406590585,0.1,0.13679245283018868,False,False
A,content_length,intro-text length,F,3144,20,0.29162276964441336,0.29200288501355576,0.0003801153691423975,0.0023359733406437266,-0.0026598819004813867,-0.0007142436413728921,0.06,0.08969072164948452,False,False
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",C,2268,4,0.3981970636237605,0.40027767915885504,0.002080615535094532,0.002308856017671723,-0.0019814172291209684,0.00043627181717744606,0.04,0.06236559139784946,False,False
B,lq_emp_31-33,Manufacturing LQ,E,2570,10,0.6807063432931506,0.6771319837202036,-0.00357435957294705,0.002236249226375553,0.0003894444732955497,0.0017389449043916814,1.0,1.0,False,False
B,lq_emp_56,Administrative & Support & Waste Management LQ,E,2212,10,0.2237001839839977,0.2254165982841121,0.0017164143001143772,0.0019165252082165019,-0.0011556785277364204,0.0018024582170169884,0.1,0.13679245283018868,False,False
C,gdp_velocity_pct,GDP velocity (normalized),F,3080,20,0.1458032361285565,0.1499550664435232,0.004151830314966687,0.0018947867797600715,-0.0035808248340147026,0.001408178807167992,0.02,0.03580246913580247,True,True
B,lq_emp_51,Information LQ,A,1914,29,0.15441437972263639,0.1581796675721444,0.0037652878495080255,0.0018494527400718663,0.005969733386575904,0.010546206733159287,0.76,0.8348484848484848,False,False
A,content_length,intro-text length,D,3144,15,0.2902213878003439,0.29200288501355565,0.0017814972132117468,0.0018135815075108752,-0.0013415747221383386,0.0005441844480201343,0.04,0.06236559139784946,False,False
B,lq_emp_61,Educational Services LQ,A,1587,29,0.15064313771062965,0.15294096768415077,0.002297829973521126,0.001802089898794712,-0.005636909252984987,0.0002571336464206762,0.06,0.08969072164948452,False,False
B,lq_emp_11,"Agriculture, Forestry, Fishing & Hunting LQ",F,1457,20,0.3781133361030533,0.4609362716936336,0.0828229355905803,0.0017228853773216812,0.0011856695092586187,0.0069854553432067345,0.02,0.03580246913580247,True,True
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",D,2243,15,0.2685530592531066,0.2667226057237164,-0.0018304535293901525,0.001624965588208127,-0.0013238206501734167,0.0014072527532302363,0.6,0.6850393700787402,False,False
B,lq_emp_11,"Agriculture, Forestry, Fishing & Hunting LQ",E,1457,10,0.4656738002945934,0.4609362716936338,-0.004737528600959551,0.0015355026154086904,-0.0036113724969947655,-0.00039869967321875144,0.7,0.7807692307692308,False,False
B,lq_emp_55,Management of Companies & Enterprises LQ,C,1296,4,0.21084228932702354,0.21147201149441497,0.0006297221673914333,0.0015285498077822757,-0.001275124539189758,0.001578064666213707,0.24,0.29743589743589743,False,False
B,lq_emp_81,Other Services (except Public Administration) LQ,D,2579,15,0.21084959280221394,0.21086542195521407,1.582915300013532e-05,0.0012999613311309721,-0.0016621922529284866,0.000834025717562924,0.1,0.13679245283018868,False,False
A,content_length,intro-text length,C,3144,4,0.29083519400320523,0.29200288501355587,0.0011676910103506355,0.001178459890745387,-0.000881769150958337,0.0006500885048685831,0.04,0.06236559139784946,False,False
B,lq_emp_51,Information LQ,F,1914,20,0.1464742064667257,0.1581796675721444,0.011705461105418702,0.001057900718862248,-0.005279581590747946,0.0010468042655528795,0.02,0.03580246913580247,True,True
D,out_partner_hhi,outbound partner concentration,B,3144,40,0.41901278898510885,0.4107758697078068,-0.00823691927730208,0.0009427699424643388,-0.022999426442813792,-0.017786914512711794,0.02,0.03580246913580247,True,False
D,log_total_tons,freight tonnage (log10),E,3144,10,0.8924508105874183,0.8937621351683349,0.0013113245809166507,0.0009028688445377187,-0.0005965876910982103,-0.00011274019665767934,0.02,0.03580246913580247,True,True
B,lq_emp_99,Unclassified LQ,F,1075,20,0.4577353636719049,0.4667054089178333,0.00897004524592837,0.000895601933917467,-0.010773371263993968,-0.002272592136455187,0.02,0.03580246913580247,True,True
B,lq_emp_51,Information LQ,D,1914,15,0.15273584770632032,0.15817966757214474,0.0054438198658244286,0.000880509871596491,-0.0015699087427500154,0.0016581362517441565,0.02,0.03580246913580247,True,True
B,lq_emp_56,Administrative & Support & Waste Management LQ,F,2212,20,0.22033786739558758,0.2254165982841122,0.0050787308885246185,0.0008237610100297887,-0.0032076253555230866,0.0010824670774528037,0.02,0.03580246913580247,True,True
D,log_total_tons,freight tonnage (log10),C,3144,4,0.8933090231412516,0.8937621351683345,0.00045311202708286924,0.0004720671038912494,-0.00023143409112673063,0.00015909320412343833,0.04,0.06236559139784946,False,False
B,lq_emp_72,Accommodation & Food Services LQ,C,2369,4,0.42252437563555345,0.4228898384757749,0.00036546284022143105,0.0003267129716505446,-0.0013371088969919554,0.0003885450956188745,0.08,0.11262135922330097,False,False
C,unemployment_velocity,unemployment velocity,D,3143,15,0.520262252540419,0.5207491406472473,0.0004868881068282871,0.0003033420709774859,-0.0016739731745697632,0.00016440271461472941,0.06,0.08969072164948452,False,False
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",C,2243,4,0.2666022166828883,0.2667226057237162,0.00012038904082789514,0.0002568987952970003,-0.0017248147557813228,0.001046524828931437,0.2,0.25217391304347825,False,False
B,lq_emp_11,"Agriculture, Forestry, Fishing & Hunting LQ",A,1457,29,0.46271008428383065,0.4609362716936336,-0.0017738125901970436,0.0001492581564267459,-0.006314918989650271,0.001826814201232917,0.2,0.25217391304347825,False,False
D,log_total_tons,freight tonnage (log10),A,3144,29,0.8940155208972873,0.8937621351683347,-0.00025338572895261535,0.0001282059792402368,-0.0012530787760212285,-0.0005407337450486607,0.04,0.06236559139784946,False,False
D,in_partner_hhi,inbound partner concentration,F,3144,20,0.3932245871551342,0.3909335637635192,-0.0022910233916150213,0.00012114152253095423,-0.015703526473644973,-0.012471350686582361,0.02,0.03580246913580247,True,False
C,gdp_velocity_pct,GDP velocity (normalized),A,3080,29,0.14904871116897744,0.14995506644360024,0.0009063552746227943,8.406304373143048e-05,-0.006376553971546366,-0.0008876131157081333,0.04,0.06236559139784946,False,False
B,lq_emp_99,Unclassified LQ,C,1075,4,0.46765322739273973,0.4667054089178333,-0.0009478184749064367,-6.355296154247903e-05,-0.0030460803638450683,0.0005510627347129188,0.16,0.21481481481481482,False,False
B,lq_emp_56,Administrative & Support & Waste Management LQ,C,2212,4,0.22502397932480267,0.2254165982841122,0.00039261895930953195,-0.00014431119546975957,-0.0009714258614497242,0.0011291755116374029,0.2,0.25217391304347825,False,False
C,unemployment_rate_latest,unemployment rate (level),A,3143,29,0.5594509242314688,0.5599157275513591,0.00046480331989029455,-0.00016465328023307357,-0.004651092578867041,-0.001564792132945163,0.02,0.03580246913580247,True,False
B,lq_emp_48-49,Transportation & Warehousing LQ,C,2160,4,0.12311432395499966,0.12338933668018048,0.0002750127251808232,-0.0002590590855822139,-0.002578040635609828,0.0003127593957567005,0.08,0.11262135922330097,False,False
D,in_partner_hhi,inbound partner concentration,E,3144,10,0.39222000328044837,0.3909335637635196,-0.0012864395169287501,-0.0006016574773479721,-0.011390008300395575,-0.009426023466043355,0.02,0.03580246913580247,True,False
B,lq_emp_61,Educational Services LQ,C,1587,4,0.15312836421853115,0.15294096768415077,-0.00018739653438037962,-0.0008024549137104486,-0.0007587512380465436,0.0011626208448476145,0.34,0.4108333333333334,False,False
D,log_total_tons,freight tonnage (log10),F,3144,20,0.8942253455887375,0.8937621351683354,-0.0004632104204020937,-0.0008101030494103156,-0.0009085292164442427,-0.00012800284268306224,0.2,0.25217391304347825,False,False
E,capital_to_wage_ratio,capital-to-wage ratio,C,3143,4,0.44359795658179346,0.44179585178495384,-0.0018021047968396209,-0.001157220412595028,0.0021697806236907237,0.0033914591715955107,1.0,1.0,False,False
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",A,2243,29,0.27135368842386953,0.2667226057237164,-0.004631082700153111,-0.001265988654229444,-0.004159690967775868,-0.00019182029494844318,0.62,0.70234375,False,False
B,lq_emp_23,Construction LQ,F,2469,20,0.12068142339527466,0.12665344206133278,0.005972018666058121,-0.0014195367430566153,-0.008685334821962468,-0.002149190130832845,0.02,0.03580246913580247,True,False
B,lq_emp_42,Wholesale Trade LQ,C,2346,4,0.3509103925116477,0.35047452871992235,-0.00043586379172533274,-0.0014248585959916182,-0.0016246585621027872,0.00022468761495495412,0.2,0.25217391304347825,False,False
D,out_partner_hhi,outbound partner concentration,E,3144,10,0.412568923110059,0.41077586970780655,-0.0017930534022524425,-0.001628817895800716,-0.009699589201406358,-0.007048113303242509,0.02,0.03580246913580247,True,False
B,lq_emp_42,Wholesale Trade LQ,A,2346,29,0.35421413873882257,0.3504745287199402,-0.0037396100188823445,-0.0019809019286050056,-0.010175770281930365,-0.005833827790509451,0.02,0.03580246913580247,True,False
B,lq_emp_61,Educational Services LQ,D,1587,15,0.15542974522286446,0.15294096768415077,-0.0024887775387136823,-0.002371311104264695,-0.0022153855616828333,0.001373451065657044,0.52,0.6032000000000001,False,False
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",F,2268,20,0.39515279068583886,0.4002776791588547,0.005124888473015843,-0.002504982984297688,-0.005520428702974278,-0.0020750242565296807,0.02,0.03580246913580247,True,False
B,lq_emp_99,Unclassified LQ,D,1075,15,0.4657461963953533,0.4667054089178331,0.0009592125224797687,-0.0029049087864035927,-0.004444132792114333,0.0011747521191708386,0.08,0.11262135922330097,False,False
B,lq_emp_48-49,Transportation & Warehousing LQ,A,2160,29,0.1278719003496529,0.12338933668018037,-0.004482563669472528,-0.0029629771094034085,-0.014562372690956674,-0.006168037950369469,0.04,0.06236559139784946,False,False
B,lq_emp_22,Utilities LQ,F,1415,20,0.06700955903373906,0.07172316760645525,0.004713608572716188,-0.003470505574735605,-0.0046749643956685225,0.0010753226633336299,0.02,0.03580246913580247,True,False
B,lq_emp_62,Health Care & Social Assistance LQ,C,1942,4,0.2931938828543038,0.2912921736015055,-0.0019017092527983115,-0.0034840789645150805,-0.002245017284562258,0.001359128117431281,0.42,0.4951219512195122,False,False
B,lq_emp_31-33,Manufacturing LQ,F,2570,20,0.3251380098014033,0.6771319837201706,0.3519939739187673,-0.003511936696120377,-0.01839234745057235,-0.014860999666575926,0.02,0.03580246913580247,True,False
C,unemployment_velocity,unemployment velocity,A,3143,29,0.5255837385173016,0.5207491406472473,-0.004834597870054247,-0.0043052764570599145,-0.006477827834240183,-0.003202202121659893,0.22,0.27499999999999997,False,False
B,lq_emp_11,"Agriculture, Forestry, Fishing & Hunting LQ",C,1457,4,0.4634968014909536,0.4609362716936324,-0.0025605297973212426,-0.00445087968195923,-0.0024670029635584204,0.0007097270257953254,0.56,0.6444444444444445,False,False
F,distress_count,demographic distress count,A,3144,29,0.3280617600055633,0.3282890989366757,0.00022733893111237524,-0.005031489991315086,-0.005681912863894922,-0.0008653564521613742,0.04,0.06236559139784946,False,False
D,in_partner_hhi,inbound partner concentration,A,3144,29,0.3963378549347306,0.3909335637635195,-0.005404291171211106,-0.0050718391703361565,-0.018819676880473205,-0.014655109800358735,0.02,0.03580246913580247,True,False
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",A,2268,29,0.4055821508708417,0.4002776791588549,-0.00530447171198678,-0.005110435302910776,-0.008628026595874022,-0.0026965700929233896,0.3,0.36554621848739494,False,False
D,in_partner_hhi,inbound partner concentration,B,3144,40,0.39530800860447635,0.3909335637635196,-0.004374444840956726,-0.005138669847472133,-0.025099349324442227,-0.020817203917636442,0.02,0.03580246913580247,True,False
C,unemployment_velocity,unemployment velocity,E,3143,10,0.5274680845914013,0.5207491406472475,-0.006718943944153732,-0.00554603916848484,-0.0018661552397217173,5.4884568039523484e-05,1.0,1.0,False,False
E,capital_to_wage_ratio,capital-to-wage ratio,A,3143,29,0.4480839368394667,0.44179585178499947,-0.006288085054467207,-0.005860222231847678,-0.0038919676141072747,-9.768680464790111e-05,0.78,0.8503759398496241,False,False
B,lq_emp_23,Construction LQ,E,2469,10,0.12950877794725701,0.12665344206133755,-0.0028553358859194633,-0.006318445139932183,0.0011761349550477743,0.005093035798133427,0.92,0.9881481481481482,False,False
B,lq_emp_31-33,Manufacturing LQ,A,2570,29,0.6788013083600394,0.6771319837201597,-0.0016693246398796768,-0.008205388589148432,-0.000625309057899214,0.0020916136325649353,0.72,0.7969465648854961,False,False
