county_name,fips_code,metro_2023,distress_count,unemployment_velocity,gdp_velocity_pct
"Henry County, Alabama",01067,True,0,0.1333333333333333,0.032668612662383925
"Houston County, Alabama",01069,True,0,0.09999999999999994,0.012529665310499063
"Jackson County, Alabama",01071,False,1,0.19999999999999987,0.020865132802724843
"Jefferson County, Alabama",01073,True,1,0.1333333333333333,0.020556360989416416
"Lamar County, Alabama",01075,False,1,0.13333333333333344,0.0003945215614396003
"Lauderdale County, Alabama",01077,True,0,0.16666666666666666,0.026488817336975164
"Lawrence County, Alabama",01079,True,1,0.09999999999999994,0.023515323963365274
"Lee County, Alabama",01081,True,2,0.09999999999999994,0.02718773161456324
"Limestone County, Alabama",01083,True,1,0.16666666666666666,0.04946563141563794
"Lowndes County, Alabama",01085,True,4,0.10000000000000024,0.036674611281352854
"Macon County, Alabama",01087,True,2,0.0,0.03660359767467369
"Madison County, Alabama",01089,True,0,0.09999999999999994,0.04469425859332809
"Marengo County, Alabama",01091,False,2,0.10000000000000009,0.0127442634087323
"Marion County, Alabama",01093,False,1,0.20000000000000004,0.014363799402441367
"Marshall County, Alabama",01095,False,0,0.09999999999999994,0.025900894556884213
"Mobile County, Alabama",01097,True,1,0.09999999999999994,0.031630818068828816
"Monroe County, Alabama",01099,False,4,0.4333333333333334,-0.008499070224235064
"Montgomery County, Alabama",01101,True,1,0.0,0.029703364394576503
"Morgan County, Alabama",01103,True,0,0.06666666666666658,0.03318545130959818
"Perry County, Alabama",01105,False,4,0.033333333333333215,0.01856503696127047
"Pickens County, Alabama",01107,True,3,0.20000000000000004,-0.002601502282501185
"Pike County, Alabama",01109,False,2,0.13333333333333344,0.02137486597251903
"Randolph County, Alabama",01111,False,0,0.2666666666666666,0.013159404305757596
"Russell County, Alabama",01113,True,1,0.2666666666666666,0.029790941954071302
"St. Clair County, Alabama",01115,True,0,0.06666666666666658,0.04107328885462611
"Shelby County, Alabama",01117,True,0,0.1333333333333334,0.009312739922139305
"Sumter County, Alabama",01119,False,2,0.2666666666666668,0.02611246132372893
"Talladega County, Alabama",01121,False,0,0.03333333333333336,0.04594643491191668
"Tallapoosa County, Alabama",01123,False,0,0.03333333333333336,0.021922374522671994
"Tuscaloosa County, Alabama",01125,True,2,0.1333333333333333,0.026737417273125792
"Walker County, Alabama",01127,True,1,0.09999999999999994,0.04765726517271436
"Washington County, Alabama",01129,False,1,-0.19999999999999987,0.05619487888748899
"Wilcox County, Alabama",01131,False,5,0.06666666666666643,0.022732422347833806
"Winston County, Alabama",01133,False,2,0.20000000000000004,-0.001052049750446402
"Aleutians East Borough, Alaska",02013,False,1,0.2666666666666666,-0.07873688630261741
"Aleutians West Census Area, Alaska",02016,False,1,-0.03333333333333336,0.04911243692393251
"Anchorage Municipality, Alaska",02020,True,1,0.06666666666666658,0.02622671736132714
"Bethel Census Area, Alaska",02050,False,3,0.8666666666666666,0.0061336150252826425
"Bristol Bay Borough, Alaska",02060,False,1,-0.16666666666666666,-0.01108136667840789
"Chugach Census Area, Alaska",02063,False,0,0.43333333333333357,
"Copper River Census Area, Alaska",02066,False,0,0.2666666666666669,
"Denali Borough, Alaska",02068,False,2,-0.19999999999999987,0.059034989440487816
"Dillingham Census Area, Alaska",02070,False,1,0.6,0.02038507013349584
"Fairbanks North Star Borough, Alaska",02090,True,1,0.033333333333333215,0.012939270166406834
"Haines Borough, Alaska",02100,False,1,0.16666666666666666,0.058903071331369614
"Hoonah-Angoon Census Area, Alaska",02105,False,0,0.3333333333333333,0.07874552068546699
"Juneau City and Borough, Alaska",02110,False,0,0.09999999999999994,-0.0011027395618933877
"Kenai Peninsula Borough, Alaska",02122,False,1,0.06666666666666672,0.012831181400899828
"Ketchikan Gateway Borough, Alaska",02130,False,1,0.13333333333333344,0.03791448648224969
"Kodiak Island Borough, Alaska",02150,False,2,-0.09999999999999994,0.007181334661948379
"Kusilvak Census Area, Alaska",02158,False,4,1.3333333333333328,-0.012282485641227834
"Lake and Peninsula Borough, Alaska",02164,False,2,0.09999999999999994,0.01713960727969349
"Matanuska-Susitna Borough, Alaska",02170,True,1,0.06666666666666643,0.039687182351035515
"Nome Census Area, Alaska",02180,False,1,0.7333333333333331,0.032757474618135
"North Slope Borough, Alaska",02185,False,1,-0.09999999999999994,0.05672308088091306
"Northwest Arctic Borough, Alaska",02188,False,2,0.19999999999999987,-0.05918635069926583
"Petersburg Borough, Alaska",02195,False,0,-0.19999999999999987,-0.006227331430913549
"Prince of Wales-Hyder Census Area, Alaska",02198,False,0,0.6333333333333334,-0.016875517721496678
"Sitka City and Borough, Alaska",02220,False,1,0.0,0.038043171824092406
"Skagway Municipality, Alaska",02230,False,0,0.06666666666666672,0.10151950105530332
"Southeast Fairbanks Census Area, Alaska",02240,False,1,0.2666666666666669,-0.000767792639863389
"Wrangell City and Borough, Alaska",02275,False,0,-0.2999999999999998,0.041330194687525294
"Yakutat City and Borough, Alaska",02282,False,0,0.3000000000000001,-0.041403200624512096
"Yukon-Koyukuk Census Area, Alaska",02290,False,3,0.6666666666666666,0.007351769503168035
"Apache County, Arizona",04001,False,3,0.20000000000000018,-0.015989334113963537
"Cochise County, Arizona",04003,True,0,0.2333333333333334,0.017802482756889157
"Coconino County, Arizona",04005,True,1,0.09999999999999994,0.028962446336538605
"Gila County, Arizona",04007,False,2,0.033333333333333215,-0.007602715553661619
"Graham County, Arizona",04009,False,1,0.1333333333333333,0.013391527985323266
"Greenlee County, Arizona",04011,False,0,0.09999999999999994,-0.04995421550277871
"La Paz County, Arizona",04012,False,1,-0.06666666666666672,-0.04422072449864139
"Maricopa County, Arizona",04013,True,1,0.16666666666666666,0.040400281255221535
"Mohave County, Arizona",04015,True,1,0.13333333333333316,0.03584994736065305
"Navajo County, Arizona",04017,False,3,0.3000000000000001,0.028446736200932327
"Pima County, Arizona",04019,True,1,0.19999999999999987,0.027159309346152218
"Pinal County, Arizona",04021,True,1,0.2333333333333334,0.07010110695084787
"Santa Cruz County, Arizona",04023,False,2,-0.06666666666666672,0.013004382567987697
"Yavapai County, Arizona",04025,True,2,0.16666666666666652,0.03458289034810009
"Yuma County, Arizona",04027,True,1,0.6000000000000002,0.0383819430699981
"Arkansas County, Arkansas",05001,False,1,0.4000000000000001,-0.04344543449321271
"Ashley County, Arkansas",05003,False,2,0.2666666666666666,0.03845287198914639
"Baxter County, Arkansas",05005,False,1,0.3000000000000001,0.02439452589995488
"Benton County, Arkansas",05007,True,1,0.3000000000000001,0.048180432063543645
"Boone County, Arkansas",05009,False,0,0.4333333333333333,0.02031695155537026
"Bradley County, Arkansas",05011,False,2,0.4666666666666668,0.004622286240696124
"Calhoun County, Arkansas",05013,False,3,0.36666666666666686,-0.03400708492965594
"Carroll County, Arkansas",05015,False,0,0.36666666666666653,0.03189690550789605
"Chicot County, Arkansas",05017,False,4,0.3333333333333333,-0.023505459258372656
"Clark County, Arkansas",05019,False,1,0.3000000000000001,0.0065346259545247904
"Clay County, Arkansas",05021,False,1,0.3333333333333335,-0.011140833609372144
"Cleburne County, Arkansas",05023,False,1,0.3333333333333333,0.0018073518807434966
"Cleveland County, Arkansas",05025,False,0,0.2666666666666666,0.09504360587462442
"Columbia County, Arkansas",05027,False,2,0.2666666666666666,0.023656213226791102
"Conway County, Arkansas",05029,False,0,0.36666666666666653,0.01094412791631022
"Craighead County, Arkansas",05031,True,0,0.4000000000000001,0.012779900142032842
"Crawford County, Arkansas",05033,True,0,0.3999999999999999,-0.0032737779688134295
"Crittenden County, Arkansas",05035,True,1,0.6,0.0015407626699540306
"Cross County, Arkansas",05037,False,2,0.3333333333333335,-0.006481315474550652
"Dallas County, Arkansas",05039,False,1,0.16666666666666666,-0.009600073225460385
"Desha County, Arkansas",05041,False,3,0.4666666666666668,-0.014576480636778308
"Drew County, Arkansas",05043,False,1,0.3333333333333333,0.0036401755210180987
"Faulkner County, Arkansas",05045,True,1,0.3000000000000001,0.03627837177132547
"Franklin County, Arkansas",05047,False,0,0.36666666666666653,0.06537085751928452
"Fulton County, Arkansas",05049,False,1,0.4666666666666668,-0.0350419045305478
"Garland County, Arkansas",05051,True,1,0.20000000000000004,0.011773775144944014
"Grant County, Arkansas",05053,True,0,0.16666666666666666,0.037891227339028964
"Greene County, Arkansas",05055,False,0,0.4333333333333334,-0.006254221084750963
"Hempstead County, Arkansas",05057,False,2,0.3333333333333333,0.010592559829973048
"Hot Spring County, Arkansas",05059,False,1,0.3333333333333335,0.044169587284597626
"Howard County, Arkansas",05061,False,1,0.5666666666666668,0.026610967836958186
"Independence County, Arkansas",05063,False,0,0.20000000000000004,0.040007412496530455
"Izard County, Arkansas",05065,False,1,0.20000000000000018,0.01861741001471853
"Jackson County, Arkansas",05067,False,2,0.03333333333333351,0.04203639290585117
"Jefferson County, Arkansas",05069,False,1,0.3000000000000001,-0.046378254720780235
"Johnson County, Arkansas",05071,False,2,0.5,0.0033980768389270557
"Lafayette County, Arkansas",05073,False,3,0.39999999999999974,0.0671718904792647
"Lawrence County, Arkansas",05075,False,1,0.2333333333333334,-0.009283519789056347
"Lee County, Arkansas",05077,False,5,0.5333333333333335,-0.014680152843335582
"Lincoln County, Arkansas",05079,False,3,0.3333333333333333,0.028948285475327573
"Little River County, Arkansas",05081,True,1,0.16666666666666666,0.02967764403504125
"Logan County, Arkansas",05083,False,1,0.4000000000000001,0.060157006003170706
"Lonoke County, Arkansas",05085,True,0,0.2666666666666666,0.023161529880835714
"Madison County, Arkansas",05087,True,1,0.3333333333333333,0.0743485192556151
"Marion County, Arkansas",05089,False,1,0.7000000000000002,-0.031817143100085564
"Miller County, Arkansas",05091,True,0,0.2333333333333334,-0.008092701672724946
"Mississippi County, Arkansas",05093,False,2,0.09999999999999994,0.026690495283347125
"Monroe County, Arkansas",05095,False,3,0.5666666666666668,-0.0010866350646826705
"Montgomery County, Arkansas",05097,False,0,0.2999999999999998,0.03211706575446598
"Nevada County, Arkansas",05099,False,5,0.2333333333333334,-0.00813688407715098
"Newton County, Arkansas",05101,False,1,0.5333333333333335,-0.00018085764599495502
"Ouachita County, Arkansas",05103,False,1,0.4000000000000001,0.017755359871583016
"Perry County, Arkansas",05105,True,0,0.3333333333333332,0.056969200629476184
"Phillips County, Arkansas",05107,False,3,0.2666666666666666,-0.04362599389048938
"Pike County, Arkansas",05109,False,1,0.36666666666666653,0.044359725055165895
"Poinsett County, Arkansas",05111,True,3,0.36666666666666653,0.028918150529703
"Polk County, Arkansas",05113,False,0,0.3,0.04226134470553254
"Pope County, Arkansas",05115,False,0,0.3333333333333333,0.02566600342239906
"Prairie County, Arkansas",05117,False,1,0.4000000000000001,-0.0033674433565871213
"Pulaski County, Arkansas",05119,True,1,0.3000000000000001,0.02272560372278901
"Randolph County, Arkansas",05121,False,0,0.2333333333333334,0.013900573557324736
"St. Francis County, Arkansas",05123,False,5,0.5,-0.009163600933998555
"Saline County, Arkansas",05125,True,0,0.2666666666666666,0.011002780935685944
"Scott County, Arkansas",05127,False,0,0.3999999999999999,0.048463470550554597
"Searcy County, Arkansas",05129,False,2,0.1333333333333333,0.010016092336718272
"Sebastian County, Arkansas",05131,True,0,0.4000000000000001,0.015576966355490716
"Sevier County, Arkansas",05133,False,1,0.20000000000000004,0.05827067564084717
"Sharp County, Arkansas",05135,False,1,0.2666666666666666,0.06130139691994878
"Stone County, Arkansas",05137,False,2,0.36666666666666686,0.03209762147276294
"Union County, Arkansas",05139,False,1,0.4000000000000001,0.0034768550643838503
"Van Buren County, Arkansas",05141,False,1,0.36666666666666686,-0.01753652909040595
"Washington County, Arkansas",05143,True,0,0.3333333333333333,0.02394116722824389
"White County, Arkansas",05145,False,0,0.23333333333333325,0.02026530899079339
"Woodruff County, Arkansas",05147,False,3,0.19999999999999987,0.01071339620607489
"Yell County, Arkansas",05149,False,1,0.3,0.03352811389862475
"Alameda County, California",06001,True,1,0.5,0.007264279417216846
"Alpine County, California",06003,False,0,-0.2333333333333331,0.024742862913114352
"Amador County, California",06005,False,1,0.4666666666666668,0.01315599832707401
"Butte County, California",06007,True,1,0.5333333333333335,0.028823841420274526
"Calaveras County, California",06009,False,1,0.5666666666666668,0.05001460531558428
"Colusa County, California",06011,False,1,0.8666666666666666,0.03499329101064027
"Contra Costa County, California",06013,True,1,0.4666666666666666,-0.0019295905114495482
"Del Norte County, California",06015,False,2,0.2666666666666669,0.014119145808792923
"El Dorado County, California",06017,True,1,0.4333333333333333,0.03006783646463297
"Fresno County, California",06019,True,2,0.6333333333333334,0.025706654887807347
"Glenn County, California",06021,False,1,0.4666666666666665,0.01331195594731524
"Humboldt County, California",06023,False,1,0.4000000000000001,0.015858788720217697
"Imperial County, California",06025,True,3,1.1999999999999993,0.05127222694986737
"Inyo County, California",06027,False,1,0.19999999999999987,0.022234643555303836
"Kern County, California",06029,True,1,0.6333333333333334,0.022696929561004272
"Kings County, California",06031,True,2,0.6333333333333334,0.027617977414861494
"Lake County, California",06033,False,1,0.4666666666666665,0.02249056293396126
"Lassen County, California",06035,False,2,0.4666666666666668,-0.003017204906812067
"Los Angeles County, California",06037,True,1,0.2333333333333334,0.015441948869865102
"Madera County, California",06039,True,1,0.6333333333333334,0.018212945456470852
"Marin County, California",06041,True,1,0.4333333333333334,-0.0017999056093211346
"Mariposa County, California",06043,False,1,0.3333333333333333,0.04843324784230989
"Mendocino County, California",06045,False,1,0.5,-0.00028004322470887483
"Merced County, California",06047,True,1,0.7999999999999998,0.030618049261269282
"Modoc County, California",06049,False,0,0.5,0.043504358533394
"Mono County, California",06051,False,1,0.10000000000000009,0.046839883515026395
"Monterey County, California",06053,True,1,0.5666666666666668,0.02191995871442555
"Napa County, California",06055,True,1,0.36666666666666653,-0.0041618992355463786
"Nevada County, California",06057,False,1,0.3333333333333333,0.023657992796894244
"Orange County, California",06059,True,1,0.2999999999999998,0.011358876101895992
"Placer County, California",06061,True,1,0.3999999999999999,0.009737170044334338
"Plumas County, California",06063,False,1,0.3000000000000001,0.08699994017054913
"Riverside County, California",06065,True,1,0.4333333333333333,0.024368699084665373
"Sacramento County, California",06067,True,1,0.3666666666666667,0.028716299180384985
"San Benito County, California",06069,True,1,0.6,0.023677810482911954
"San Bernardino County, California",06071,True,1,0.4000000000000001,0.016274254427492
"San Diego County, California",06073,True,1,0.3999999999999999,0.020696056534676762
"San Francisco County, California",06075,True,1,0.4333333333333333,-0.007170023290322991
"San Joaquin County, California",06077,True,1,0.5,0.013620055268367686
"San Luis Obispo County, California",06079,True,1,0.4000000000000001,0.019579485266914953
"San Mateo County, California",06081,True,1,0.4333333333333333,0.04683147530326989
"Santa Barbara County, California",06083,True,1,0.3999999999999999,0.018600672541543475
"Santa Clara County, California",06085,True,1,0.5,0.016170240276240127
"Santa Cruz County, California",06087,True,1,0.5,0.0050942858234710635
"Shasta County, California",06089,True,1,0.3333333333333333,0.032863401470785876
"Sierra County, California",06091,False,2,0.4000000000000001,0.02771054648073697
"Siskiyou County, California",06093,False,1,0.5,0.025479591365044144
"Solano County, California",06095,True,1,0.4000000000000001,-0.006991038236168166
"Sonoma County, California",06097,True,1,0.4000000000000001,-0.007920586420519963
"Stanislaus County, California",06099,True,1,0.6,0.014976004645164432
"Sutter County, California",06101,True,1,0.6333333333333334,0.013476590061235319
"Tehama County, California",06103,False,1,0.5666666666666668,0.015384004827315891
"Trinity County, California",06105,False,4,0.43333333333333357,0.05091492551708416
"Tulare County, California",06107,True,1,0.8666666666666671,0.020796499964278646
"Tuolumne County, California",06109,False,1,0.3333333333333333,0.028480081234530333
"Ventura County, California",06111,True,1,0.36666666666666653,0.012584700335524161
"Yolo County, California",06113,True,1,0.5333333333333332,0.006090492793321611
"Yuba County, California",06115,True,1,0.6,0.02700210236775357
"Adams County, Colorado",08001,True,1,0.3333333333333333,0.027920315294309613
"Alamosa County, Colorado",08003,False,1,0.23333333333333325,-0.0002160528714285101
"Arapahoe County, Colorado",08005,True,1,0.2666666666666666,0.02171354986468512
"Archuleta County, Colorado",08007,False,2,0.10000000000000009,0.02471801028145541
"Baca County, Colorado",08009,False,1,0.3666666666666667,-0.04678931621211157
"Bent County, Colorado",08011,False,3,0.06666666666666643,0.010258066616089917
"Boulder County, Colorado",08013,True,1,0.4333333333333333,0.02171204631990447
"Broomfield County, Colorado",08014,True,0,0.3999999999999999,0.02679003803644032
"Chaffee County, Colorado",08015,False,1,0.2666666666666668,0.03793039856667299
"Cheyenne County, Colorado",08017,False,1,0.20000000000000004,0.03365440687152256
"Clear Creek County, Colorado",08019,True,1,0.16666666666666666,0.010118469132190094
"Conejos County, Colorado",08021,False,1,0.19999999999999987,-0.026182722126159384
"Costilla County, Colorado",08023,False,4,0.4666666666666668,0.05328581997019995
"Crowley County, Colorado",08025,False,2,0.3,0.04065588001016027
"Custer County, Colorado",08027,False,1,0.16666666666666666,0.03298804193184619
"Delta County, Colorado",08029,False,2,0.36666666666666686,0.02643818972971083
"Denver County, Colorado",08031,True,1,0.36666666666666653,0.046160561411614405
"Dolores County, Colorado",08033,False,1,0.2333333333333334,-0.03837866037607458
"Douglas County, Colorado",08035,True,0,0.4000000000000001,0.04260093434239837
"Eagle County, Colorado",08037,False,1,0.19999999999999987,0.04483468620250633
"Elbert County, Colorado",08039,True,0,0.3,0.011408806788104093
"El Paso County, Colorado",08041,True,1,0.2999999999999998,0.030179536331201816
"Fremont County, Colorado",08043,False,1,0.19999999999999987,0.02259042811540475
"Garfield County, Colorado",08045,False,1,0.06666666666666672,0.006284391692861057
"Gilpin County, Colorado",08047,True,1,0.2333333333333334,0.0417742637107334
"Grand County, Colorado",08049,False,1,0.16666666666666666,0.061835051817128374
"Gunnison County, Colorado",08051,False,1,0.2666666666666666,0.021415527449126313
"Hinsdale County, Colorado",08053,False,1,0.16666666666666666,0.03783096311712337
"Huerfano County, Colorado",08055,False,1,0.033333333333333215,0.0033198822002832792
"Jackson County, Colorado",08057,False,1,0.19999999999999987,0.07373768983845654
"Jefferson County, Colorado",08059,True,0,0.3,0.022087090457822336
"Kiowa County, Colorado",08061,False,0,0.23333333333333325,-0.021300530209665096
"Kit Carson County, Colorado",08063,False,0,0.20000000000000004,0.007026729964693977
"Lake County, Colorado",08065,False,0,0.2333333333333334,0.06565431732370447
"La Plata County, Colorado",08067,False,1,0.16666666666666666,0.013830031564463252
"Larimer County, Colorado",08069,True,1,0.3333333333333333,0.017943559582873376
"Las Animas County, Colorado",08071,False,1,0.4666666666666668,-0.005595908316574234
"Lincoln County, Colorado",08073,False,1,0.3333333333333333,0.011476751212381096
"Logan County, Colorado",08075,False,0,0.2666666666666666,0.020466673553083146
"Mesa County, Colorado",08077,True,1,0.2666666666666668,0.02432921418103013
"Mineral County, Colorado",08079,False,2,0.4333333333333334,0.06103286384976526
"Moffat County, Colorado",08081,False,1,0.19999999999999987,-0.05094356233228306
"Montezuma County, Colorado",08083,False,0,0.2666666666666666,-0.04384578082662809
"Montrose County, Colorado",08085,False,1,0.13333333333333344,0.039829443230232894
"Morgan County, Colorado",08087,False,1,0.13333333333333316,0.01827743539084558
"Otero County, Colorado",08089,False,2,0.3000000000000001,-0.006784981541894094
"Ouray County, Colorado",08091,False,1,0.3333333333333333,-0.06171778347864672
"Park County, Colorado",08093,True,0,0.3,0.04472555442585343
"Phillips County, Colorado",08095,False,0,0.20000000000000004,-0.004678894499198076
"Pitkin County, Colorado",08097,False,1,0.1333333333333333,0.05780758297079093
"Prowers County, Colorado",08099,False,2,0.2666666666666666,-0.015030074048744006
"Pueblo County, Colorado",08101,True,1,0.3000000000000001,0.014490312323469976
"Rio Blanco County, Colorado",08103,False,0,0.0,0.03799605171616148
"Rio Grande County, Colorado",08105,False,1,0.033333333333333215,-0.00956022648068766
"Routt County, Colorado",08107,False,1,0.16666666666666666,0.02280652708743056
"Saguache County, Colorado",08109,False,1,0.3000000000000001,-0.07987110422355054
"San Juan County, Colorado",08111,False,1,0.06666666666666658,0.044061215513188035
"San Miguel County, Colorado",08113,False,1,0.16666666666666666,0.03041401714240166
"Sedgwick County, Colorado",08115,False,1,0.2333333333333334,-0.021711280426134447
"Summit County, Colorado",08117,False,1,0.20000000000000004,0.04764826392621743
"Teller County, Colorado",08119,True,1,0.2666666666666666,-0.026324377617236747
"Washington County, Colorado",08121,False,0,0.20000000000000004,-0.06214788443938872
"Weld County, Colorado",08123,True,1,0.3333333333333333,0.05434544220092989
"Yuma County, Colorado",08125,False,0,0.09999999999999994,0.026212029337029336
"Capitol Planning Region, Connecticut",09110,True,1,0.0,
"Greater Bridgeport Planning Region, Connecticut",09120,True,1,0.033333333333333215,
"Lower Connecticut River Valley Planning Region, Connecticut",09130,True,1,-0.06666666666666672,
"Naugatuck Valley Planning Region, Connecticut",09140,True,1,0.0,
"Northeastern Connecticut Planning Region, Connecticut",09150,False,0,0.0,
"Northwest Hills Planning Region, Connecticut",09160,False,1,-0.06666666666666658,
"South Central Connecticut Planning Region, Connecticut",09170,True,1,0.033333333333333215,
"Southeastern Connecticut Planning Region, Connecticut",09180,True,1,-0.10000000000000009,
"Western Connecticut Planning Region, Connecticut",09190,True,1,0.03333333333333336,
"Kent County, Delaware",10001,True,2,0.2333333333333334,0.028725655925552544
"New Castle County, Delaware",10003,True,0,0.20000000000000018,0.034441713921632984
"Sussex County, Delaware",10005,False,1,0.16666666666666666,0.06197361477257532
District of Columbia,11001,True,1,0.5333333333333332,0.004018795905119228
"Alachua County, Florida",12001,True,2,0.4666666666666666,0.02897468927238912
"Baker County, Florida",12003,True,0,0.4333333333333334,0.021980078448594214
"Bay County, Florida",12005,True,1,0.3666666666666667,0.03065224373402498
"Bradford County, Florida",12007,False,3,0.3666666666666667,0.03989270307816041
"Brevard County, Florida",12009,True,1,0.4000000000000001,0.0503586162955228
"Broward County, Florida",12011,True,1,0.2666666666666668,0.04055390101490424
"Calhoun County, Florida",12013,False,2,0.36666666666666686,0.06742373369564274
"Charlotte County, Florida",12015,True,2,0.36666666666666686,0.05586999469973132
"Citrus County, Florida",12017,True,1,0.5666666666666668,0.04805179238807344
"Clay County, Florida",12019,True,0,0.4333333333333333,0.05559672999094131
"Collier County, Florida",12021,True,2,0.3333333333333332,0.05775217229593389
"Columbia County, Florida",12023,False,0,0.4000000000000001,0.04062081942019086
"DeSoto County, Florida",12027,False,2,0.4666666666666668,0.04003855151265604
"Dixie County, Florida",12029,False,2,0.5333333333333332,0.03173088066415922
"Duval County, Florida",12031,True,1,0.2999999999999998,0.0419569541763054
"Escambia County, Florida",12033,True,1,0.36666666666666653,0.029626699518407313
"Flagler County, Florida",12035,True,1,0.4666666666666666,0.06291037270163095
"Franklin County, Florida",12037,False,3,0.4333333333333333,0.019559496533256702
"Gadsden County, Florida",12039,True,1,0.16666666666666666,0.012231030340846234
"Gilchrist County, Florida",12041,True,1,0.3999999999999999,0.0400865720808798
"Glades County, Florida",12043,False,2,0.5333333333333335,0.04719030242590452
"Gulf County, Florida",12045,False,1,0.36666666666666653,0.03672177499767996
"Hamilton County, Florida",12047,False,3,0.4666666666666665,0.06917226940499853
"Hardee County, Florida",12049,False,4,0.4000000000000001,-0.0017816170221568685
"Hendry County, Florida",12051,False,2,0.2333333333333334,0.02681380172272995
"Hernando County, Florida",12053,True,1,0.4333333333333333,0.05466404461029599
"Highlands County, Florida",12055,True,1,0.4333333333333333,0.04706948639807619
"Hillsborough County, Florida",12057,True,1,0.3666666666666667,0.04561550723320332
"Holmes County, Florida",12059,False,1,0.4333333333333334,0.037845662670910295
"Indian River County, Florida",12061,True,1,0.3666666666666667,0.005281523171932772
"Jackson County, Florida",12063,False,1,0.4000000000000001,0.04167606524279056
"Jefferson County, Florida",12065,True,0,0.2666666666666668,0.07026904802457316
"Lafayette County, Florida",12067,False,2,0.5333333333333332,0.1331827944537727
"Lake County, Florida",12069,True,2,0.4000000000000001,0.055959942665605306
"Lee County, Florida",12071,True,2,0.3,0.04686743439297955
"Leon County, Florida",12073,True,1,0.36666666666666653,0.04799760883947432
"Levy County, Florida",12075,True,1,0.36666666666666653,0.06603946364158719
"Liberty County, Florida",12077,False,2,0.4000000000000001,0.07732067995667986
"Madison County, Florida",12079,False,2,0.36666666666666653,0.08779131936597032
"Manatee County, Florida",12081,True,2,0.4000000000000001,0.053763739996310955
"Marion County, Florida",12083,True,1,0.4666666666666668,0.04850514382027412
"Martin County, Florida",12085,True,2,0.4333333333333334,0.03759889891721999
"Miami-Dade County, Florida",12086,True,1,0.0,0.046780088518758235
"Monroe County, Florida",12087,False,1,0.23333333333333325,0.04203933610783757
"Nassau County, Florida",12089,True,1,0.3999999999999999,0.04102369124550066
"Okaloosa County, Florida",12091,True,1,0.3999999999999999,0.023586749355075595
"Okeechobee County, Florida",12093,False,0,0.36666666666666653,0.07380007806613001
"Orange County, Florida",12095,True,1,0.2666666666666666,0.046227282632001016
"Osceola County, Florida",12097,True,2,0.2999999999999998,0.06589113229987272
"Palm Beach County, Florida",12099,True,2,0.3,0.03896915189223323
"Pasco County, Florida",12101,True,2,0.4333333333333333,0.055694446413288676
"Pinellas County, Florida",12103,True,2,0.3333333333333333,0.03778644845638385
"Polk County, Florida",12105,True,2,0.3999999999999999,0.03593811359009531
"Putnam County, Florida",12107,False,2,0.2666666666666669,0.06029853026891877
"St. Johns County, Florida",12109,True,1,0.5,0.061509281296029554
